result,parameter,group,scenario,vaxCoverage,tpLevel,boostStart,immuneEscape,icer
High,Dis. weight postacute,B,Pediatric boost,80%,low TP,2.00 yr,2.50 yr,107203.69857291575
High,Dis. weight postacute,B,Pediatric boost,80%,low TP,2.25 yr,2.50 yr,61244.744426667916
High,Dis. weight postacute,B,Pediatric boost,80%,low TP,2.50 yr,2.50 yr,54714.701438661934
High,Dis. weight postacute,B,High-risk boost,80%,low TP,1.75 yr,1.50 yr,4208.437905520463
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.00 yr,1.50 yr,2170.5934170593664
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.25 yr,1.50 yr,-1549.5053758058448
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.50 yr,1.50 yr,-2540.26130372735
High,Dis. weight postacute,B,High-risk boost,80%,low TP,1.75 yr,1.75 yr,-329.9144852036767
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.00 yr,1.75 yr,-2481.500752241616
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.25 yr,1.75 yr,-4914.483567618515
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.50 yr,1.75 yr,-7357.569215888632
High,Dis. weight postacute,B,High-risk boost,80%,low TP,1.75 yr,2.00 yr,551.9551541476516
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.00 yr,2.00 yr,-28.731495619358995
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.25 yr,2.00 yr,18656.324703772352
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.50 yr,2.00 yr,676078.3701894103
High,Dis. weight postacute,B,High-risk boost,80%,low TP,1.75 yr,2.25 yr,1029.5729365636319
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.00 yr,2.25 yr,215.42513677159084
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.25 yr,2.25 yr,-27.959320196757243
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.50 yr,2.25 yr,13838.557377079687
High,Dis. weight postacute,B,High-risk boost,80%,low TP,1.75 yr,2.50 yr,-802.1757728006107
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.00 yr,2.50 yr,-910.5925394675457
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.25 yr,2.50 yr,-150.1336145728008
High,Dis. weight postacute,B,High-risk boost,80%,low TP,2.50 yr,2.50 yr,-334.094293447871
High,Dis. weight postacute,B,Random boost,80%,low TP,1.75 yr,1.50 yr,67216.76431752105
High,Dis. weight postacute,B,Random boost,80%,low TP,2.00 yr,1.50 yr,30348.507587174274
High,Dis. weight postacute,B,Random boost,80%,low TP,2.25 yr,1.50 yr,19631.57337367005
High,Dis. weight postacute,B,Random boost,80%,low TP,2.50 yr,1.50 yr,-147668.74357643485
High,Dis. weight postacute,B,Random boost,80%,low TP,1.75 yr,1.75 yr,8324.470133942175
High,Dis. weight postacute,B,Random boost,80%,low TP,2.00 yr,1.75 yr,5963.441768345057
High,Dis. weight postacute,B,Random boost,80%,low TP,2.25 yr,1.75 yr,794.6705886546225
High,Dis. weight postacute,B,Random boost,80%,low TP,2.50 yr,1.75 yr,-38.18091588360639
High,Dis. weight postacute,B,Random boost,80%,low TP,1.75 yr,2.00 yr,11833.864371079266
High,Dis. weight postacute,B,Random boost,80%,low TP,2.00 yr,2.00 yr,8495.738769965843
High,Dis. weight postacute,B,Random boost,80%,low TP,2.25 yr,2.00 yr,-38228.780131486485
High,Dis. weight postacute,B,Random boost,80%,low TP,2.50 yr,2.00 yr,-62804.31751489504
High,Dis. weight postacute,B,Random boost,80%,low TP,1.75 yr,2.25 yr,12332.440514591954
High,Dis. weight postacute,B,Random boost,80%,low TP,2.00 yr,2.25 yr,5816.543177953043
High,Dis. weight postacute,B,Random boost,80%,low TP,2.25 yr,2.25 yr,4864.7108991115265
High,Dis. weight postacute,B,Random boost,80%,low TP,2.50 yr,2.25 yr,142527.70945709915
High,Dis. weight postacute,B,Random boost,80%,low TP,1.75 yr,2.50 yr,12276.442606661247
High,Dis. weight postacute,B,Random boost,80%,low TP,2.00 yr,2.50 yr,8894.551281892425
High,Dis. weight postacute,B,Random boost,80%,low TP,2.25 yr,2.50 yr,8339.632232504522
High,Dis. weight postacute,B,Random boost,80%,low TP,2.50 yr,2.50 yr,7499.48078218016
High,Dis. weight postacute,A,No further boost,80%,high TP,Never,1.50 yr,NA
High,Dis. weight postacute,A,No further boost,80%,high TP,Never,1.75 yr,NA
High,Dis. weight postacute,A,No further boost,80%,high TP,Never,2.00 yr,NA
High,Dis. weight postacute,A,No further boost,80%,high TP,Never,2.25 yr,NA
High,Dis. weight postacute,A,No further boost,80%,high TP,Never,2.50 yr,NA
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,1.75 yr,1.50 yr,-118429.97254188491
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.00 yr,1.50 yr,-43624.070350094684
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.25 yr,1.50 yr,-47533.48191225089
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.50 yr,1.50 yr,76733.89682862583
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,1.75 yr,1.75 yr,-55291.26303252265
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.00 yr,1.75 yr,-36820.860245242395
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.25 yr,1.75 yr,-26911.04545483036
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.50 yr,1.75 yr,-46357.60394138023
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,1.75 yr,2.00 yr,-77782.30147558615
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.00 yr,2.00 yr,-87022.86303324057
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.25 yr,2.00 yr,54431.34827470546
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.50 yr,2.00 yr,67041.7420610349
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,1.75 yr,2.25 yr,184334.0079502853
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.00 yr,2.25 yr,166319.47765962742
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.25 yr,2.25 yr,45150.3689477208
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.50 yr,2.25 yr,50001.840327387676
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,1.75 yr,2.50 yr,26968.0115501121
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.00 yr,2.50 yr,37739.43209015313
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.25 yr,2.50 yr,27731.426475241566
High,Dis. weight postacute,A,Pediatric boost,80%,high TP,2.50 yr,2.50 yr,50738.53948806881
High,Dis. weight postacute,A,High-risk boost,80%,high TP,1.75 yr,1.50 yr,628.5912636914413
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.00 yr,1.50 yr,-742.2032641716489
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.25 yr,1.50 yr,941.174713743683
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.50 yr,1.50 yr,-60494.436838012334
High,Dis. weight postacute,A,High-risk boost,80%,high TP,1.75 yr,1.75 yr,-1382.6425673295864
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.00 yr,1.75 yr,3050.464029888842
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.25 yr,1.75 yr,609.0218317509829
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.50 yr,1.75 yr,2149.0326016837435
High,Dis. weight postacute,A,High-risk boost,80%,high TP,1.75 yr,2.00 yr,-2005.1072362348523
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.00 yr,2.00 yr,-1276.1166861261077
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.25 yr,2.00 yr,5735.118315728485
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.50 yr,2.00 yr,2784.620507394251
High,Dis. weight postacute,A,High-risk boost,80%,high TP,1.75 yr,2.25 yr,-2134.0735399270134
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.00 yr,2.25 yr,-2049.248105146538
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.25 yr,2.25 yr,-1005.9690584462129
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.50 yr,2.25 yr,90376.18408097919
High,Dis. weight postacute,A,High-risk boost,80%,high TP,1.75 yr,2.50 yr,-2028.1218712343732
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.00 yr,2.50 yr,-2111.4486510388488
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.25 yr,2.50 yr,-2128.5175503003156
High,Dis. weight postacute,A,High-risk boost,80%,high TP,2.50 yr,2.50 yr,-1512.1688138284196
High,Dis. weight postacute,A,Random boost,80%,high TP,1.75 yr,1.50 yr,12353.54178202258
High,Dis. weight postacute,A,Random boost,80%,high TP,2.00 yr,1.50 yr,9227.480803798324
High,Dis. weight postacute,A,Random boost,80%,high TP,2.25 yr,1.50 yr,-189594.49238041512
High,Dis. weight postacute,A,Random boost,80%,high TP,2.50 yr,1.50 yr,2484.6038558589607
High,Dis. weight postacute,A,Random boost,80%,high TP,1.75 yr,1.75 yr,14976.22483959958
High,Dis. weight postacute,A,Random boost,80%,high TP,2.00 yr,1.75 yr,-48267.79395500148
High,Dis. weight postacute,A,Random boost,80%,high TP,2.25 yr,1.75 yr,119602.17536103065
High,Dis. weight postacute,A,Random boost,80%,high TP,2.50 yr,1.75 yr,-221604.14066790094
High,Dis. weight postacute,A,Random boost,80%,high TP,1.75 yr,2.00 yr,3363.3463513012402
High,Dis. weight postacute,A,Random boost,80%,high TP,2.00 yr,2.00 yr,5603.673225005846
High,Dis. weight postacute,A,Random boost,80%,high TP,2.25 yr,2.00 yr,3379.002244292641
High,Dis. weight postacute,A,Random boost,80%,high TP,2.50 yr,2.00 yr,1044.6755997034895
High,Dis. weight postacute,A,Random boost,80%,high TP,1.75 yr,2.25 yr,14168.090547382808
High,Dis. weight postacute,A,Random boost,80%,high TP,2.00 yr,2.25 yr,8091.062015770643
High,Dis. weight postacute,A,Random boost,80%,high TP,2.25 yr,2.25 yr,7222.452884144063
High,Dis. weight postacute,A,Random boost,80%,high TP,2.50 yr,2.25 yr,47403.11718692021
High,Dis. weight postacute,A,Random boost,80%,high TP,1.75 yr,2.50 yr,913.1360478355826
High,Dis. weight postacute,A,Random boost,80%,high TP,2.00 yr,2.50 yr,986.4217667002284
High,Dis. weight postacute,A,Random boost,80%,high TP,2.25 yr,2.50 yr,568.389957209181
High,Dis. weight postacute,A,Random boost,80%,high TP,2.50 yr,2.50 yr,1700.70886338063
High,Dis. weight postacute,B,No further boost,80%,high TP,Never,1.50 yr,NA
High,Dis. weight postacute,B,No further boost,80%,high TP,Never,1.75 yr,NA
High,Dis. weight postacute,B,No further boost,80%,high TP,Never,2.00 yr,NA
High,Dis. weight postacute,B,No further boost,80%,high TP,Never,2.25 yr,NA
High,Dis. weight postacute,B,No further boost,80%,high TP,Never,2.50 yr,NA
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,1.75 yr,1.50 yr,-343318.9355074095
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.00 yr,1.50 yr,-34443.19101348778
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.25 yr,1.50 yr,-33892.66387194748
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.50 yr,1.50 yr,-93547.30631783827
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,1.75 yr,1.75 yr,13058.482805722693
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.00 yr,1.75 yr,16276.181176537299
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.25 yr,1.75 yr,8364.81081501278
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.50 yr,1.75 yr,10494.569650993748
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,1.75 yr,2.00 yr,-21641.575917287322
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.00 yr,2.00 yr,-30887.772750612643
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.25 yr,2.00 yr,-53760.953243803786
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.50 yr,2.00 yr,-28149.516694592203
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,1.75 yr,2.25 yr,9711.112536955598
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.00 yr,2.25 yr,10234.92392056331
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.25 yr,2.25 yr,10389.353457673196
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.50 yr,2.25 yr,26868.44002260904
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,1.75 yr,2.50 yr,-15888.78023394892
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.00 yr,2.50 yr,-12246.23700968041
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.25 yr,2.50 yr,-15300.705246986001
High,Dis. weight postacute,B,Pediatric boost,80%,high TP,2.50 yr,2.50 yr,-22850.124982744514
High,Dis. weight postacute,B,High-risk boost,80%,high TP,1.75 yr,1.50 yr,-2628.48838172644
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.00 yr,1.50 yr,-3948.6637433001997
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.25 yr,1.50 yr,-1051.4034648611473
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.50 yr,1.50 yr,-9928.202160655352
High,Dis. weight postacute,B,High-risk boost,80%,high TP,1.75 yr,1.75 yr,176.26858423151157
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.00 yr,1.75 yr,5835.688349427873
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.25 yr,1.75 yr,3772.1010210987406
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.50 yr,1.75 yr,1225.917523771788
High,Dis. weight postacute,B,High-risk boost,80%,high TP,1.75 yr,2.00 yr,-968.5462193799027
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.00 yr,2.00 yr,-23.17079461968272
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.25 yr,2.00 yr,-2962.1305581408246
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.50 yr,2.00 yr,-7564.122355847484
High,Dis. weight postacute,B,High-risk boost,80%,high TP,1.75 yr,2.25 yr,-1471.4248726677029
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.00 yr,2.25 yr,-138.61481323483315
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.25 yr,2.25 yr,779.8773473167716
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.50 yr,2.25 yr,9511.208512375308
High,Dis. weight postacute,B,High-risk boost,80%,high TP,1.75 yr,2.50 yr,-765.998693204586
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.00 yr,2.50 yr,-292.1747550410869
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.25 yr,2.50 yr,-249.47583169675613
High,Dis. weight postacute,B,High-risk boost,80%,high TP,2.50 yr,2.50 yr,350.02164220015715
High,Dis. weight postacute,B,Random boost,80%,high TP,1.75 yr,1.50 yr,23917.2362517836
High,Dis. weight postacute,B,Random boost,80%,high TP,2.00 yr,1.50 yr,92960.56554440765
High,Dis. weight postacute,B,Random boost,80%,high TP,2.25 yr,1.50 yr,-35214.82259884706
High,Dis. weight postacute,B,Random boost,80%,high TP,2.50 yr,1.50 yr,5004.822950938068
High,Dis. weight postacute,B,Random boost,80%,high TP,1.75 yr,1.75 yr,4256.927929593143
High,Dis. weight postacute,B,Random boost,80%,high TP,2.00 yr,1.75 yr,8562.188571557535
High,Dis. weight postacute,B,Random boost,80%,high TP,2.25 yr,1.75 yr,7873.526146922019
High,Dis. weight postacute,B,Random boost,80%,high TP,2.50 yr,1.75 yr,4549.293269599674
High,Dis. weight postacute,B,Random boost,80%,high TP,1.75 yr,2.00 yr,8537.142442330327
High,Dis. weight postacute,B,Random boost,80%,high TP,2.00 yr,2.00 yr,17449.74694430244
High,Dis. weight postacute,B,Random boost,80%,high TP,2.25 yr,2.00 yr,59099.03189195867
High,Dis. weight postacute,B,Random boost,80%,high TP,2.50 yr,2.00 yr,20051.293639931744
High,Dis. weight postacute,B,Random boost,80%,high TP,1.75 yr,2.25 yr,4667.2096350803595
High,Dis. weight postacute,B,Random boost,80%,high TP,2.00 yr,2.25 yr,5285.430634077413
High,Dis. weight postacute,B,Random boost,80%,high TP,2.25 yr,2.25 yr,5467.850227157089
High,Dis. weight postacute,B,Random boost,80%,high TP,2.50 yr,2.25 yr,15727.40574325856
High,Dis. weight postacute,B,Random boost,80%,high TP,1.75 yr,2.50 yr,4665.507785299758
High,Dis. weight postacute,B,Random boost,80%,high TP,2.00 yr,2.50 yr,14309.413387844459
High,Dis. weight postacute,B,Random boost,80%,high TP,2.25 yr,2.50 yr,9119.896067023392
High,Dis. weight postacute,B,Random boost,80%,high TP,2.50 yr,2.50 yr,68181.81757741368
High,Dis. weight postacute,C,No further vax,20.0%,low TP,Never,2.00 yr,NA
High,Dis. weight postacute,C,Pediatric vax,20.0%,low TP,2.00 yr,2.00 yr,51587.65420866808
High,Dis. weight postacute,C,High-risk boost,20.0%,low TP,2.00 yr,2.00 yr,1597.9824655664522
High,Dis. weight postacute,C,Random vax,20.0%,low TP,2.00 yr,2.00 yr,8394.033541266439
High,Dis. weight postacute,B,No further vax,50.0%,low TP,Never,2.00 yr,NA
High,Dis. weight postacute,B,Pediatric vax,50.0%,low TP,2.00 yr,2.00 yr,61029.598190707424
High,Dis. weight postacute,B,High-risk boost,50.0%,low TP,2.00 yr,2.00 yr,474.2319506132686
High,Dis. weight postacute,B,Random vax,50.0%,low TP,2.00 yr,2.00 yr,29290.295316702486
High,Dis. weight postacute,C,No further vax,20.0%,high TP,Never,2.00 yr,NA
High,Dis. weight postacute,C,Pediatric vax,20.0%,high TP,2.00 yr,2.00 yr,23193.721825722787
High,Dis. weight postacute,C,High-risk boost,20.0%,high TP,2.00 yr,2.00 yr,2070.830399800019
High,Dis. weight postacute,C,Random vax,20.0%,high TP,2.00 yr,2.00 yr,5949.1218411492655
High,Dis. weight postacute,B,No further vax,50.0%,high TP,Never,2.00 yr,NA
High,Dis. weight postacute,B,Pediatric vax,50.0%,high TP,2.00 yr,2.00 yr,91848.8724103906
High,Dis. weight postacute,B,High-risk boost,50.0%,high TP,2.00 yr,2.00 yr,1372.1147733787232
High,Dis. weight postacute,B,Random vax,50.0%,high TP,2.00 yr,2.00 yr,13919.1104463919
High,Dis. weight postacute,A,6-monthly boost,80%,high TP,1.75 yr,1.50 yr,-6919.831059030881
High,Dis. weight postacute,A,6-monthly boost,80%,high TP,1.75 yr,2.50 yr,-4893.541268342296
High,Dis. weight postacute,B,6-monthly boost,80%,high TP,1.75 yr,1.50 yr,-11285.458430535933
High,Dis. weight postacute,B,6-monthly boost,80%,high TP,1.75 yr,2.50 yr,-3270.354329572942
High,Dis. weight postacute,B,No further boost,80%,low TP,Never,2.00 yr,NA
High,Dis. weight postacute,B,boosting 65+,80%,low TP,2.00 yr,2.00 yr,-2117.1595180971785
High,Dis. weight postacute,B,boosting 55+,80%,low TP,2.00 yr,2.00 yr,-2293.2431115414056
High,Dis. weight postacute,B,boosting 45+,80%,low TP,2.00 yr,2.00 yr,-2733.95248718236
High,Dis. weight postacute,B,boosting 35+,80%,low TP,2.00 yr,2.00 yr,-3223.2594820006884
High,Dis. weight postacute,B,boosting 25+,80%,low TP,2.00 yr,2.00 yr,-3746.4854318652774
High,Dis. weight postacute,B,boosting 16+,80%,low TP,2.00 yr,2.00 yr,-3934.8259338876674
High,Dis. weight postacute,B,boosting 5+,80%,low TP,2.00 yr,2.00 yr,-4015.9080171836617
High,Dis. weight postacute,A,No further boost,80%,low TP,Never,2.00 yr,NA
High,Dis. weight postacute,A,boosting 65+,80%,low TP,2.00 yr,2.00 yr,-3938.468343214772
High,Dis. weight postacute,A,boosting 55+,80%,low TP,2.00 yr,2.00 yr,-4249.898465966854
High,Dis. weight postacute,A,boosting 45+,80%,low TP,2.00 yr,2.00 yr,-4629.885823072804
High,Dis. weight postacute,A,boosting 35+,80%,low TP,2.00 yr,2.00 yr,-5023.732856521888
High,Dis. weight postacute,A,boosting 25+,80%,low TP,2.00 yr,2.00 yr,-5211.724214659047
High,Dis. weight postacute,A,boosting 16+,80%,low TP,2.00 yr,2.00 yr,-5320.759096811792
High,Dis. weight postacute,A,boosting 5+,80%,low TP,2.00 yr,2.00 yr,-5343.627837698481
High,Dis. weight postacute,B,No further boost,80%,high TP,Never,2.00 yr,NA
High,Dis. weight postacute,B,boosting 65+,80%,high TP,2.00 yr,2.00 yr,-2878.9690206287037
High,Dis. weight postacute,B,boosting 55+,80%,high TP,2.00 yr,2.00 yr,-3199.358387869969
High,Dis. weight postacute,B,boosting 45+,80%,high TP,2.00 yr,2.00 yr,-4136.309042846286
High,Dis. weight postacute,B,boosting 35+,80%,high TP,2.00 yr,2.00 yr,-5327.003638984363
High,Dis. weight postacute,B,boosting 25+,80%,high TP,2.00 yr,2.00 yr,-6252.2146196252825
High,Dis. weight postacute,B,boosting 16+,80%,high TP,2.00 yr,2.00 yr,-6726.382134952813
High,Dis. weight postacute,B,boosting 5+,80%,high TP,2.00 yr,2.00 yr,-8397.527634590611
High,Dis. weight postacute,A,No further boost,80%,high TP,Never,2.00 yr,NA
High,Dis. weight postacute,A,boosting 65+,80%,high TP,2.00 yr,2.00 yr,-4060.635432028529
High,Dis. weight postacute,A,boosting 55+,80%,high TP,2.00 yr,2.00 yr,-4826.894349660156
High,Dis. weight postacute,A,boosting 45+,80%,high TP,2.00 yr,2.00 yr,-5009.916270633056
High,Dis. weight postacute,A,boosting 35+,80%,high TP,2.00 yr,2.00 yr,-5860.380388590023
High,Dis. weight postacute,A,boosting 25+,80%,high TP,2.00 yr,2.00 yr,-6154.614446879841
High,Dis. weight postacute,A,boosting 16+,80%,high TP,2.00 yr,2.00 yr,-6220.289384737847
High,Dis. weight postacute,A,boosting 5+,80%,high TP,2.00 yr,2.00 yr,-6511.567517723785
Low,Days sick moderate,A,No further boost,80%,low TP,Never,1.50 yr,NA
Low,Days sick moderate,A,No further boost,80%,low TP,Never,1.75 yr,NA
Low,Days sick moderate,A,No further boost,80%,low TP,Never,2.00 yr,NA
Low,Days sick moderate,A,No further boost,80%,low TP,Never,2.25 yr,NA
Low,Days sick moderate,A,No further boost,80%,low TP,Never,2.50 yr,NA
Low,Days sick moderate,A,Pediatric boost,80%,low TP,1.75 yr,1.50 yr,-1635929.269025599
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.00 yr,1.50 yr,92111.00381317237
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.25 yr,1.50 yr,42588.93520554534
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.50 yr,1.50 yr,40454.51864738685
Low,Days sick moderate,A,Pediatric boost,80%,low TP,1.75 yr,1.75 yr,211721.54585029423
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.00 yr,1.75 yr,124825.19072732664
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.25 yr,1.75 yr,75270.66587669626
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.50 yr,1.75 yr,110676.15330271584
Low,Days sick moderate,A,Pediatric boost,80%,low TP,1.75 yr,2.00 yr,446373.6490991492
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.00 yr,2.00 yr,75231.91761872005
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.25 yr,2.00 yr,231455.43788164787
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.50 yr,2.00 yr,162876.40983768803
Low,Days sick moderate,A,Pediatric boost,80%,low TP,1.75 yr,2.25 yr,1203838.2613686991
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.00 yr,2.25 yr,-56387174.89072494
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.25 yr,2.25 yr,122950.59755624399
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.50 yr,2.25 yr,-383549.63262420637
Low,Days sick moderate,A,Pediatric boost,80%,low TP,1.75 yr,2.50 yr,45418.92924178628
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.00 yr,2.50 yr,48512.665648442235
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.25 yr,2.50 yr,56673.18768226549
Low,Days sick moderate,A,Pediatric boost,80%,low TP,2.50 yr,2.50 yr,26029.588760050265
Low,Days sick moderate,A,High-risk boost,80%,low TP,1.75 yr,1.50 yr,2386.2682809548646
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.00 yr,1.50 yr,5301.667891855218
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.25 yr,1.50 yr,1586.2794667995347
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.50 yr,1.50 yr,309.6600895279416
Low,Days sick moderate,A,High-risk boost,80%,low TP,1.75 yr,1.75 yr,-467.8282803418061
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.00 yr,1.75 yr,8378.05248869034
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.25 yr,1.75 yr,34271.82433843188
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.50 yr,1.75 yr,174715.67081260466
Low,Days sick moderate,A,High-risk boost,80%,low TP,1.75 yr,2.00 yr,-49.0017943039966
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.00 yr,2.00 yr,-1050.8752686974221
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.25 yr,2.00 yr,11359.684420730262
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.50 yr,2.00 yr,156587.6459994608
Low,Days sick moderate,A,High-risk boost,80%,low TP,1.75 yr,2.25 yr,1668.485007898821
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.00 yr,2.25 yr,-226.97362150190122
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.25 yr,2.25 yr,-1138.5586429820396
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.50 yr,2.25 yr,11430.016387107153
Low,Days sick moderate,A,High-risk boost,80%,low TP,1.75 yr,2.50 yr,1570.0579616687642
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.00 yr,2.50 yr,485.57683864049443
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.25 yr,2.50 yr,134.91620643736408
Low,Days sick moderate,A,High-risk boost,80%,low TP,2.50 yr,2.50 yr,-358.1552990214831
Low,Days sick moderate,A,Random boost,80%,low TP,1.75 yr,1.50 yr,9703.112660765637
Low,Days sick moderate,A,Random boost,80%,low TP,2.00 yr,1.50 yr,3862.3532224239516
Low,Days sick moderate,A,Random boost,80%,low TP,2.25 yr,1.50 yr,5.188613850943157
Low,Days sick moderate,A,Random boost,80%,low TP,2.50 yr,1.50 yr,-988.1519530372686
Low,Days sick moderate,A,Random boost,80%,low TP,1.75 yr,1.75 yr,7131.722720199442
Low,Days sick moderate,A,Random boost,80%,low TP,2.00 yr,1.75 yr,17873.68228300256
Low,Days sick moderate,A,Random boost,80%,low TP,2.25 yr,1.75 yr,30388.219182245644
Low,Days sick moderate,A,Random boost,80%,low TP,2.50 yr,1.75 yr,22374.13700071988
Low,Days sick moderate,A,Random boost,80%,low TP,1.75 yr,2.00 yr,6294.415789177996
Low,Days sick moderate,A,Random boost,80%,low TP,2.00 yr,2.00 yr,2840.8658131023253
Low,Days sick moderate,A,Random boost,80%,low TP,2.25 yr,2.00 yr,19993.949423977516
Low,Days sick moderate,A,Random boost,80%,low TP,2.50 yr,2.00 yr,29098.474771646346
Low,Days sick moderate,A,Random boost,80%,low TP,1.75 yr,2.25 yr,16210.088353230605
