WTP,Boost,noBoost,strategy,population
12500,0.2752,0.7248,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
12600,0.2752,0.7248,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
12700,0.2754,0.7246,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
12800,0.2762,0.7238,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
12900,0.2764,0.7236,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13000,0.2768,0.7232,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13100,0.2776,0.7224,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13200,0.278,0.722,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13300,0.2784,0.7216,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13400,0.2788,0.7212,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13500,0.2792,0.7208,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13600,0.2796,0.7204,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13700,0.28,0.72,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13800,0.2802,0.7198,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
13900,0.2806,0.7194,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14000,0.282,0.718,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14100,0.2824,0.7176,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14200,0.2832,0.7168,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14300,0.284,0.716,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14400,0.2852,0.7148,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14500,0.2858,0.7142,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14600,0.2862,0.7138,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14700,0.2874,0.7126,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14800,0.2884,0.7116,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
14900,0.2888,0.7112,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15000,0.2894,0.7106,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15100,0.2896,0.7104,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15200,0.29,0.71,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15300,0.2904,0.7096,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15400,0.291,0.709,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15500,0.2916,0.7084,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15600,0.2918,0.7082,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15700,0.2926,0.7074,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15800,0.2934,0.7066,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
15900,0.2942,0.7058,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16000,0.2946,0.7054,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16100,0.295,0.705,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16200,0.295,0.705,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16300,0.2954,0.7046,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16400,0.296,0.704,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16500,0.2962,0.7038,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16600,0.2962,0.7038,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16700,0.2968,0.7032,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16800,0.2978,0.7022,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
16900,0.2982,0.7018,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17000,0.2988,0.7012,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17100,0.2998,0.7002,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17200,0.3002,0.6998,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17300,0.3008,0.6992,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17400,0.3018,0.6982,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17500,0.3026,0.6974,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17600,0.303,0.697,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17700,0.3038,0.6962,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17800,0.3046,0.6954,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
17900,0.3056,0.6944,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18000,0.306,0.694,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18100,0.3066,0.6934,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18200,0.3074,0.6926,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18300,0.3078,0.6922,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18400,0.3084,0.6916,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18500,0.3096,0.6904,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18600,0.3106,0.6894,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18700,0.3106,0.6894,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18800,0.3108,0.6892,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
18900,0.312,0.688,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19000,0.3122,0.6878,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19100,0.3132,0.6868,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19200,0.3134,0.6866,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19300,0.314,0.686,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19400,0.3144,0.6856,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19500,0.3146,0.6854,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19600,0.3154,0.6846,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19700,0.3162,0.6838,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19800,0.317,0.683,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
19900,0.317,0.683,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20000,0.3178,0.6822,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20100,0.3182,0.6818,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20200,0.319,0.681,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20300,0.3196,0.6804,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20400,0.3204,0.6796,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20500,0.321,0.679,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20600,0.3214,0.6786,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20700,0.3216,0.6784,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20800,0.3224,0.6776,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
20900,0.3228,0.6772,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21000,0.323,0.677,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21100,0.3234,0.6766,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21200,0.324,0.676,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21300,0.3242,0.6758,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21400,0.3248,0.6752,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21500,0.325,0.675,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21600,0.3252,0.6748,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21700,0.3252,0.6748,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21800,0.3254,0.6746,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
21900,0.326,0.674,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22000,0.326,0.674,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22100,0.327,0.673,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22200,0.3272,0.6728,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22300,0.3274,0.6726,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22400,0.3276,0.6724,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22500,0.3278,0.6722,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22600,0.3284,0.6716,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22700,0.329,0.671,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22800,0.3298,0.6702,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
22900,0.331,0.669,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23000,0.3318,0.6682,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23100,0.3334,0.6666,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23200,0.3344,0.6656,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23300,0.3348,0.6652,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23400,0.3352,0.6648,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23500,0.3356,0.6644,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23600,0.3358,0.6642,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23700,0.3358,0.6642,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23800,0.3362,0.6638,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
23900,0.3364,0.6636,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24000,0.3368,0.6632,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24100,0.3376,0.6624,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24200,0.3378,0.6622,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24300,0.3378,0.6622,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24400,0.3382,0.6618,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24500,0.3388,0.6612,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24600,0.339,0.661,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24700,0.34,0.66,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24800,0.3404,0.6596,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
24900,0.3412,0.6588,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25000,0.3418,0.6582,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25100,0.3422,0.6578,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25200,0.3432,0.6568,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25300,0.3438,0.6562,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25400,0.344,0.656,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25500,0.3444,0.6556,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25600,0.3446,0.6554,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25700,0.3452,0.6548,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25800,0.346,0.654,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
25900,0.3466,0.6534,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26000,0.3468,0.6532,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26100,0.3472,0.6528,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26200,0.3472,0.6528,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26300,0.3474,0.6526,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26400,0.3476,0.6524,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26500,0.348,0.652,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26600,0.3486,0.6514,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26700,0.3486,0.6514,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26800,0.3486,0.6514,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
26900,0.3488,0.6512,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27000,0.3494,0.6506,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27100,0.3496,0.6504,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27200,0.3502,0.6498,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27300,0.3502,0.6498,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27400,0.3506,0.6494,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27500,0.3508,0.6492,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27600,0.3512,0.6488,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27700,0.352,0.648,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27800,0.352,0.648,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
27900,0.3522,0.6478,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28000,0.3524,0.6476,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28100,0.3526,0.6474,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28200,0.353,0.647,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28300,0.3534,0.6466,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28400,0.3538,0.6462,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28500,0.354,0.646,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28600,0.3542,0.6458,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28700,0.3548,0.6452,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28800,0.355,0.645,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
28900,0.355,0.645,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29000,0.3554,0.6446,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29100,0.3556,0.6444,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29200,0.3556,0.6444,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29300,0.356,0.644,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29400,0.3562,0.6438,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29500,0.3564,0.6436,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29600,0.357,0.643,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29700,0.357,0.643,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29800,0.3574,0.6426,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
29900,0.3576,0.6424,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30000,0.358,0.642,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30100,0.358,0.642,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30200,0.3584,0.6416,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30300,0.3584,0.6416,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30400,0.3588,0.6412,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30500,0.3588,0.6412,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30600,0.359,0.641,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30700,0.359,0.641,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30800,0.359,0.641,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
30900,0.3592,0.6408,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31000,0.3592,0.6408,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31100,0.3594,0.6406,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31200,0.3598,0.6402,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31300,0.36,0.64,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31400,0.3604,0.6396,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31500,0.3608,0.6392,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31600,0.361,0.639,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31700,0.3612,0.6388,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31800,0.3612,0.6388,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
31900,0.3614,0.6386,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32000,0.3616,0.6384,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32100,0.3616,0.6384,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32200,0.362,0.638,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32300,0.3622,0.6378,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32400,0.3624,0.6376,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32500,0.3624,0.6376,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32600,0.3628,0.6372,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32700,0.3628,0.6372,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32800,0.3632,0.6368,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
32900,0.3636,0.6364,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33000,0.3636,0.6364,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33100,0.3638,0.6362,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33200,0.3638,0.6362,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33300,0.3642,0.6358,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33400,0.3644,0.6356,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33500,0.3644,0.6356,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33600,0.3646,0.6354,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33700,0.3646,0.6354,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33800,0.3646,0.6354,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
33900,0.3646,0.6354,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34000,0.3648,0.6352,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34100,0.3652,0.6348,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34200,0.3656,0.6344,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34300,0.366,0.634,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34400,0.3662,0.6338,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34500,0.3662,0.6338,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34600,0.3662,0.6338,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34700,0.3662,0.6338,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34800,0.3662,0.6338,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
34900,0.3664,0.6336,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35000,0.3664,0.6336,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35100,0.3664,0.6336,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35200,0.3668,0.6332,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35300,0.367,0.633,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35400,0.3672,0.6328,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35500,0.3672,0.6328,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35600,0.3674,0.6326,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35700,0.3674,0.6326,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35800,0.3674,0.6326,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
35900,0.3674,0.6326,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36000,0.368,0.632,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36100,0.3682,0.6318,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36200,0.3686,0.6314,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36300,0.3694,0.6306,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36400,0.3698,0.6302,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36500,0.3698,0.6302,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36600,0.3702,0.6298,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36700,0.3708,0.6292,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36800,0.371,0.629,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
36900,0.371,0.629,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37000,0.3714,0.6286,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37100,0.3716,0.6284,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37200,0.372,0.628,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37300,0.3722,0.6278,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37400,0.3722,0.6278,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37500,0.3724,0.6276,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37600,0.3726,0.6274,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37700,0.373,0.627,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37800,0.373,0.627,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
37900,0.3736,0.6264,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38000,0.3736,0.6264,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38100,0.3736,0.6264,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38200,0.374,0.626,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38300,0.374,0.626,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38400,0.3742,0.6258,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38500,0.3744,0.6256,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38600,0.3746,0.6254,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38700,0.3746,0.6254,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38800,0.375,0.625,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
38900,0.3752,0.6248,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39000,0.3752,0.6248,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39100,0.3752,0.6248,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39200,0.3756,0.6244,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39300,0.3758,0.6242,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39400,0.3758,0.6242,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39500,0.3758,0.6242,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39600,0.3762,0.6238,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39700,0.3762,0.6238,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39800,0.3762,0.6238,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
39900,0.3762,0.6238,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
40000,0.3764,0.6236,"Paediatric boosting, immune escape starts 1.5yr, boosting at 2.0yr",older
0,0.7344,0.2656,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
100,0.7432,0.2568,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
200,0.752,0.248,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
300,0.7584,0.2416,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
400,0.7642,0.2358,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
500,0.77,0.23,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
600,0.7786,0.2214,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
700,0.7852,0.2148,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
800,0.7894,0.2106,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
900,0.7968,0.2032,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1000,0.8038,0.1962,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
1100,0.81,0.19,"High-risk boosting, immune escape starts 1.5yr, boosting at 2.0yr",younger
