population size,population type,scenario,1st year vaccination coverage,transmission potential level,boosting starts,immune escape starts,time period,iteration,total_infections_all_ages,total_symptomatic_infections_all_ages,total_admissions_all_ages,total_ward_occupancy_all_ages,total_ICU_admissions_all_ages,total_ICU_occupancy_all_ages,total_deaths_all_ages,total_deaths_ages_0-9,total_deaths_ages_10-19,total_deaths_ages_20-29,total_deaths_ages_30-39,total_deaths_ages_40-49,total_deaths_ages_50-59,total_deaths_ages_60-69,total_deaths_ages_70-79,total_deaths_ages_80+
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4968,158966,48821,323,2931,32,350,36,0,0,0,1,1,3,11,16,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4969,158966,48821,347,2068,33,205,25,0,0,0,0,0,3,11,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4970,158966,48821,320,3134,31,192,41,0,0,0,0,0,4,10,21,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4971,149821,46061,334,2883,37,308,24,0,0,0,1,1,0,5,13,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4972,149821,46061,278,2211,18,214,29,0,0,0,0,0,4,10,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4973,149821,46061,307,3286,38,270,36,0,0,0,0,1,4,7,18,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4974,149821,46061,324,2772,36,217,37,0,0,0,0,0,2,14,16,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4975,149821,46061,306,3296,29,204,37,0,0,0,0,0,2,8,18,9
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4976,156423,48162,338,3100,30,416,36,0,0,0,0,3,4,9,16,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4977,156423,48162,295,2683,32,181,31,0,0,0,0,0,1,7,18,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4978,156423,48162,327,3268,25,203,28,0,0,0,1,0,5,3,15,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4979,156423,48162,337,3159,39,223,35,0,0,0,0,1,3,8,18,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4980,156423,48162,334,3095,32,285,34,1,0,0,0,0,1,7,19,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4981,163109,49668,316,2576,23,139,25,0,0,0,0,0,2,9,10,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4982,163109,49668,327,3224,33,265,32,0,0,0,0,0,4,12,10,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4983,163109,49668,333,2535,45,428,26,0,0,0,0,0,4,11,11,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4984,163109,49668,353,2943,37,287,39,0,0,0,1,0,2,18,17,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4985,163109,49668,331,2701,32,301,34,0,0,0,1,1,2,10,14,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4986,147136,45590,290,2243,28,261,28,0,0,0,0,1,1,8,12,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4987,147136,45590,327,2346,32,141,22,0,0,0,0,0,3,2,13,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4988,147136,45590,310,3137,30,323,31,0,0,0,0,0,0,10,17,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4989,147136,45590,310,2788,35,279,34,0,0,0,0,0,4,10,17,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4990,147136,45590,309,2228,32,179,32,0,0,0,0,1,1,10,18,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4991,142348,44036,320,2255,25,112,18,1,0,0,0,0,3,5,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4992,142348,44036,290,2669,37,219,37,0,0,0,0,0,3,12,13,9
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4993,142348,44036,305,2269,33,149,30,0,0,0,0,0,1,9,12,8
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4994,142348,44036,305,2399,29,228,30,0,0,0,0,0,5,7,13,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4995,142348,44036,310,2324,24,119,18,0,0,0,0,0,1,7,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4996,148378,45862,319,2636,37,303,40,0,0,1,0,1,4,8,19,7
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4997,148378,45862,302,2152,32,270,26,0,0,1,0,0,4,11,10,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4998,148378,45862,306,2158,37,182,28,0,0,0,0,0,3,10,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,4999,148378,45862,334,2529,32,231,22,0,0,0,0,0,6,4,11,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,5000,148378,45862,286,2403,29,234,26,0,0,0,0,1,2,12,7,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,1,132835,42722,314,2284,25,137,20,0,0,0,0,1,2,8,7,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,2,132835,42722,306,2381,29,195,15,0,0,0,0,1,2,3,6,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,3,132835,42722,318,2346,30,196,31,0,0,0,0,0,8,7,12,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,4,132835,42722,290,1945,25,163,25,0,0,0,0,1,4,11,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,5,132835,42722,310,2327,34,266,27,0,0,1,0,1,5,5,9,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,6,134377,43224,321,2388,39,386,21,0,0,0,2,0,0,8,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,7,134377,43224,308,2153,39,264,31,0,0,0,0,1,4,9,14,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,8,134377,43224,291,2158,24,93,24,0,0,0,0,0,4,8,11,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,9,134377,43224,285,1853,26,140,18,0,0,0,0,1,4,5,7,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,10,134377,43224,306,2037,36,190,23,0,1,0,0,0,2,9,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,11,132745,42709,284,1796,31,336,26,0,0,0,0,0,4,4,13,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,12,132745,42709,305,2146,24,120,21,0,0,0,1,2,2,7,5,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,13,132745,42709,311,2369,26,200,21,0,0,1,0,0,4,8,7,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,14,132745,42709,301,2349,31,195,29,0,0,0,0,0,2,7,16,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,15,132745,42709,307,2815,30,219,30,0,0,0,1,0,6,10,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,16,132066,42583,326,2060,34,478,28,0,0,0,0,0,4,9,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,17,132066,42583,305,1986,34,185,29,0,0,1,0,1,3,9,11,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,18,132066,42583,309,2160,33,248,24,0,0,0,0,0,3,6,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,19,132066,42583,322,2431,31,109,24,0,0,0,0,0,2,4,11,7
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,20,132066,42583,293,2298,25,101,23,0,0,0,0,2,2,8,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,21,134593,43306,341,2863,24,173,26,0,0,0,0,0,6,6,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,22,134593,43306,323,2159,30,171,22,0,0,0,0,0,5,4,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,23,134593,43306,299,2202,29,310,24,0,0,0,0,0,7,9,6,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,24,134593,43306,305,2007,30,186,28,0,0,1,1,0,6,9,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,25,134593,43306,319,2506,40,327,32,0,0,1,0,0,7,6,16,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,26,133371,42765,307,1942,24,168,16,0,0,0,0,0,3,5,8,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,27,133371,42765,326,2358,23,116,24,0,0,0,1,1,3,8,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,28,133371,42765,327,1909,39,498,27,0,0,0,1,0,4,10,8,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,29,133371,42765,294,1827,30,214,18,0,0,1,0,0,5,3,5,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,30,133371,42765,287,2058,32,144,21,0,0,0,0,0,4,5,10,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,31,135176,43909,296,2712,29,169,24,0,0,0,0,0,5,11,6,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,32,135176,43909,346,2844,33,218,32,0,0,1,0,1,3,14,7,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,33,135176,43909,307,2395,36,176,28,0,0,0,0,0,6,6,13,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,34,135176,43909,334,1661,28,212,26,0,0,0,0,0,4,10,9,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,35,135176,43909,306,2046,36,278,35,0,0,0,0,0,6,12,13,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,36,134631,43400,324,2385,39,452,38,0,0,0,0,1,8,13,12,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,37,134631,43400,323,2210,33,192,24,0,0,0,0,2,6,4,7,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,38,134631,43400,298,2334,32,266,26,0,0,0,0,1,3,8,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,39,134631,43400,297,2602,30,271,25,0,1,0,0,0,1,6,12,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,40,134631,43400,316,2754,35,259,28,0,0,0,0,2,4,6,11,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,41,134497,43366,299,1980,35,509,26,1,0,0,0,0,7,10,7,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,42,134497,43366,295,2258,36,131,18,0,0,0,0,0,5,4,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,43,134497,43366,327,2411,31,144,22,1,0,0,0,0,2,7,7,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,44,134497,43366,311,2034,31,160,26,0,0,0,0,0,3,9,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,45,134497,43366,314,2203,32,151,24,0,0,0,0,2,4,7,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,46,134915,43325,299,1758,31,396,27,0,0,0,0,2,6,7,8,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,47,134915,43325,326,2536,31,199,24,0,0,0,0,0,2,8,8,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,48,134915,43325,301,2662,31,505,31,0,0,0,0,1,3,8,14,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,49,134915,43325,278,1944,23,212,27,0,0,0,0,1,2,9,13,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,50,134915,43325,282,2226,30,198,28,0,0,0,0,0,8,9,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,51,134721,43001,317,2302,33,599,34,0,0,0,0,1,5,11,13,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,52,134721,43001,307,2007,37,274,26,0,0,0,0,1,2,8,11,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,53,134721,43001,335,2422,41,239,26,0,0,1,1,0,6,3,10,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,54,134721,43001,293,1869,25,113,22,0,0,0,0,0,4,6,7,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,55,134721,43001,290,2161,20,167,27,0,0,0,0,0,3,7,14,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,56,133583,42720,340,2293,38,566,32,0,0,0,0,3,9,9,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,57,133583,42720,299,1691,35,182,34,0,0,0,1,1,5,12,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,58,133583,42720,296,2178,24,141,27,0,0,0,0,0,4,7,12,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,59,133583,42720,278,2276,23,88,17,0,0,0,0,0,1,5,10,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,60,133583,42720,314,1798,32,129,22,0,0,0,0,0,6,6,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,61,135315,43774,317,2386,32,231,24,0,0,0,0,0,4,7,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,62,135315,43774,312,1925,35,302,21,0,0,0,0,0,4,9,7,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,63,135315,43774,317,2202,36,208,20,0,0,0,1,0,5,9,3,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,64,135315,43774,316,2584,28,216,32,0,0,0,0,0,5,12,12,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,65,135315,43774,307,2147,47,314,28,0,0,0,1,0,4,13,7,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,66,134566,43115,301,2510,33,397,26,0,0,0,0,0,9,11,5,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,67,134566,43115,325,1729,34,365,22,0,0,1,0,0,3,10,3,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,68,134566,43115,292,2056,27,277,26,0,0,0,1,1,8,6,7,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,69,134566,43115,290,2076,45,291,22,0,0,0,0,1,3,9,8,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,70,134566,43115,306,2263,40,268,24,0,0,0,0,0,4,7,11,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,71,133970,42979,277,2593,31,403,32,0,0,0,0,0,8,7,17,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,72,133970,42979,303,1981,26,333,27,1,0,0,1,1,2,7,11,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,73,133970,42979,305,3159,30,275,32,0,0,0,0,2,3,7,16,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,74,133970,42979,302,2272,30,288,24,0,0,0,2,0,8,2,8,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,75,133970,42979,310,1840,30,270,22,0,0,0,0,0,7,8,6,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,76,135211,43575,305,2381,28,395,19,0,0,1,0,1,2,6,9,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,77,135211,43575,294,2861,30,122,31,0,0,0,0,0,3,11,16,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,78,135211,43575,278,2039,32,274,23,0,0,0,0,1,5,6,10,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,79,135211,43575,320,1896,30,103,27,0,0,0,0,1,7,6,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,80,135211,43575,305,1822,36,379,27,0,0,0,0,1,3,9,10,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,81,133687,43145,328,2427,35,409,36,0,0,0,0,2,5,7,16,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,82,133687,43145,288,1812,30,208,23,0,0,0,1,0,6,5,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,83,133687,43145,289,1794,21,148,15,0,0,0,0,1,4,4,5,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,84,133687,43145,315,2139,35,235,38,0,0,0,0,0,5,6,25,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,85,133687,43145,304,3111,29,229,33,0,0,0,0,0,5,6,18,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,86,135246,43517,307,2116,33,260,22,0,0,0,0,0,4,6,10,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,87,135246,43517,329,2595,35,247,31,0,0,0,0,2,7,7,11,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,88,135246,43517,341,2328,35,296,30,0,0,0,0,1,8,9,10,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,89,135246,43517,319,1920,32,280,34,0,0,0,1,1,7,13,9,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,90,135246,43517,305,2414,48,382,35,0,0,0,0,1,8,13,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,91,134385,43195,332,2511,38,404,27,0,0,0,0,0,5,12,7,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,92,134385,43195,327,2399,33,141,31,0,0,0,1,1,6,13,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,93,134385,43195,279,1856,31,283,25,0,0,0,1,1,2,7,12,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,94,134385,43195,303,2238,35,232,22,0,0,0,0,0,2,6,10,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,95,134385,43195,299,2290,30,175,27,0,0,0,0,0,9,6,9,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,96,133591,42893,298,2140,23,125,13,0,0,0,0,0,3,3,6,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,97,133591,42893,302,1906,28,119,14,0,0,0,0,0,2,5,3,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,98,133591,42893,302,2104,26,192,21,0,0,0,0,0,4,3,8,6
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,99,133591,42893,334,2590,37,323,31,0,0,0,0,0,1,19,10,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,100,133591,42893,312,2521,27,112,20,0,0,0,1,0,1,5,9,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,101,134657,43479,315,2233,24,190,20,0,0,0,0,1,0,8,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,102,134657,43479,311,1849,36,300,26,0,0,1,0,1,4,7,8,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,103,134657,43479,308,1844,34,271,21,0,0,0,0,1,4,5,6,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,104,134657,43479,334,2078,30,160,22,0,0,0,1,1,1,8,9,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,105,134657,43479,292,2522,24,339,27,0,0,0,0,1,6,7,11,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,106,135573,43731,299,2808,28,175,27,1,0,1,1,0,3,6,14,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,107,135573,43731,304,2547,33,145,30,0,0,1,0,0,2,10,12,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,108,135573,43731,291,2099,25,198,25,0,0,0,0,0,5,4,11,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,109,135573,43731,320,1925,39,281,33,0,1,0,0,3,3,12,13,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,110,135573,43731,291,2263,32,168,28,0,0,0,0,1,3,8,12,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,111,135411,43666,297,2056,26,389,33,0,0,1,0,1,7,9,10,5
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,112,135411,43666,309,2101,29,227,25,0,0,0,0,0,4,7,11,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,113,135411,43666,330,2314,37,182,28,0,0,0,0,0,3,12,13,0
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,114,135411,43666,302,2341,29,220,18,0,0,0,0,0,6,4,6,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,115,135411,43666,306,2426,25,150,17,0,0,0,0,0,6,4,6,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,116,133619,42985,318,1909,29,351,30,0,0,0,0,1,6,4,11,8
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,117,133619,42985,298,1922,24,285,27,0,0,2,0,2,7,5,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,118,133619,42985,309,2457,34,257,23,0,0,1,1,1,6,9,4,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,119,133619,42985,299,1956,26,193,21,0,1,0,0,0,3,6,8,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,120,133619,42985,308,2496,33,297,33,0,0,0,0,0,6,14,12,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,121,135390,43583,339,2057,30,293,27,0,0,0,0,2,5,10,9,1
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,122,135390,43583,314,1885,40,195,28,0,0,0,1,0,4,13,8,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,123,135390,43583,329,3006,36,206,27,0,0,0,0,0,2,10,13,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,124,135390,43583,288,2307,26,245,22,0,0,1,0,0,3,8,6,4
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,125,135390,43583,288,2241,27,216,24,0,0,0,0,0,6,11,4,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,126,134729,43181,299,1996,25,252,25,0,0,0,0,0,5,7,10,3
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,127,134729,43181,307,2265,37,457,36,0,0,0,0,1,5,13,15,2
100000,older,high risk boosting,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,128,134729,43181,274,1989,27,224,26,1,0,1,1,0,4,6,9,4
