population size,population type,scenario,1st year vaccination coverage,transmission potential level,boosting starts,immune escape starts,time period,total_mean_infections_all_ages,total_mean_symptomatic_infections_all_ages,total_mean_admissions_all_ages,total_mean_ward_occupancy_all_ages,total_mean_ICU_admissions_all_ages,total_mean_ICU_occupancy_all_ages,total_mean_deaths_ages_all_ages,total_mean_deaths_ages_0-9,total_mean_deaths_ages_10-19,total_mean_deaths_ages_20-29,total_mean_deaths_ages_30-39,total_mean_deaths_ages_40-49,total_mean_deaths_ages_50-59,total_mean_deaths_ages_60-69,total_mean_deaths_ages_70-79,total_mean_deaths_ages_80+
100000,younger,further boosting random,80.0%,TP_low,2.0 (year),1.75 (year),1.5 - 3.0 years,73358.27,23449.75,183.242,1275.456,18.332,139.75,13.508,0.024,0.016,0.114,0.198,0.422,1.878,3.894,6.154,0.808
100000,younger,further boosting random,80.0%,TP_low,2.25 (year),1.75 (year),1.5 - 3.0 years,70276.18,22501.74,177.41,1251.042,17.218,133.09,13.502,0.044,0.008,0.114,0.216,0.404,1.926,3.924,6.106,0.76
100000,younger,further boosting random,80.0%,TP_low,2.5 (year),1.75 (year),1.5 - 3.0 years,69054.93,22138.66,174.696,1210.862,17.108,127.812,13.418,0.03,0.006,0.094,0.176,0.414,1.79,4.06,6.14,0.708
100000,younger,further boosting random,80.0%,TP_low,1.75 (year),2.0 (year),1.5 - 3.0 years,60863.85,19779.73,169.958,1268.94,17.134,133.03,14.606,0.018,0.016,0.116,0.214,0.484,1.99,3.998,6.82,0.95
100000,younger,further boosting random,80.0%,TP_low,2.0 (year),2.0 (year),1.5 - 3.0 years,59910.77,19421.95,165.934,1216.682,16.846,132.518,14.016,0.042,0.012,0.092,0.2,0.434,1.934,3.9,6.468,0.934
100000,younger,further boosting random,80.0%,TP_low,2.25 (year),2.0 (year),1.5 - 3.0 years,62387.47,20397.33,179.81,1316.17,18.554,151.034,15.51,0.028,0.014,0.112,0.26,0.504,2.01,4.376,7.178,1.028
100000,younger,further boosting random,80.0%,TP_low,2.5 (year),2.0 (year),1.5 - 3.0 years,62721.65,20510.24,180.814,1356.342,18.416,146.164,15.41,0.024,0.012,0.104,0.216,0.47,2.096,4.386,7.086,1.016
100000,younger,further boosting random,80.0%,TP_low,1.75 (year),2.25 (year),1.5 - 3.0 years,63960.8,20943.84,196.51,1418.12,19.36,151.256,15.904,0.034,0.016,0.132,0.224,0.51,2.024,4.264,7.664,1.036
100000,younger,further boosting random,80.0%,TP_low,2.0 (year),2.25 (year),1.5 - 3.0 years,63713.64,20731.45,189.024,1343.99,18.158,142.184,14.794,0.02,0.018,0.094,0.21,0.458,1.918,4.198,6.832,1.046
100000,younger,further boosting random,80.0%,TP_low,2.25 (year),2.25 (year),1.5 - 3.0 years,63271.97,20551.33,186.282,1358.164,18.07,140.596,14.692,0.04,0.004,0.078,0.222,0.534,1.894,4.078,6.878,0.964
100000,younger,further boosting random,80.0%,TP_low,2.5 (year),2.25 (year),1.5 - 3.0 years,66048.68,21622.37,201.012,1466.468,20.046,154.168,16.528,0.036,0.014,0.148,0.23,0.462,2.206,4.558,7.698,1.176
100000,younger,further boosting random,80.0%,TP_low,1.75 (year),2.5 (year),1.5 - 3.0 years,72216.74,23402.82,201.48,1374.082,20.102,154.138,14.782,0.026,0.012,0.092,0.234,0.516,1.962,4.03,6.988,0.922
100000,younger,further boosting random,80.0%,TP_low,2.0 (year),2.5 (year),1.5 - 3.0 years,72237.9,23374.39,198.53,1335.198,19.656,143.152,14.356,0.038,0.01,0.098,0.218,0.508,1.898,3.852,6.87,0.864
100000,younger,further boosting random,80.0%,TP_low,2.25 (year),2.5 (year),1.5 - 3.0 years,74563.63,23999.02,195.938,1316.252,19.522,149.126,14.176,0.032,0.014,0.08,0.214,0.416,1.836,4.03,6.72,0.834
100000,younger,further boosting random,80.0%,TP_low,2.5 (year),2.5 (year),1.5 - 3.0 years,74342.14,23882.49,192.872,1324.594,19.358,143.676,14.208,0.032,0.012,0.098,0.222,0.472,1.872,3.972,6.6,0.928
100000,older,no further boosting,80.0%,TP_high,never,1.5 (year),1.5 - 3.0 years,157330.31,49841.99,397.098,3449.672,37.018,293.184,39.66,0.036,0.014,0.046,0.146,0.452,3.196,10.112,19.568,6.09
100000,older,no further boosting,80.0%,TP_high,never,1.75 (year),1.5 - 3.0 years,149456.98,49011.36,444.43,3936.56,43.592,358.096,46.444,0.034,0.004,0.092,0.198,0.542,3.768,12.004,22.704,7.098
100000,older,no further boosting,80.0%,TP_high,never,2.0 (year),1.5 - 3.0 years,146954.33,49557.44,498.394,4177.238,48.664,354.172,46.914,0.032,0.008,0.076,0.248,0.598,3.938,12.2,22.824,6.99
100000,older,no further boosting,80.0%,TP_high,never,2.25 (year),1.5 - 3.0 years,130773.75,43232.25,412.71,3644.32,37.668,310.288,42.414,0.028,0.01,0.058,0.132,0.512,3.4,10.856,20.792,6.626
100000,older,no further boosting,80.0%,TP_high,never,2.5 (year),1.5 - 3.0 years,143476.16,48456.27,492.576,4255.624,48.788,407.74,49.256,0.036,0.002,0.096,0.218,0.732,4.28,13.158,23.578,7.156
100000,older,further boosting pediatric,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,153824.86,49003.48,397.048,3449.542,37.432,303.638,39.988,0.044,0.004,0.072,0.138,0.484,3.104,10.226,19.612,6.304
100000,older,further boosting pediatric,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,152140.54,48646.26,398.84,3451.328,37.53,298.496,39.666,0.032,0.008,0.052,0.152,0.482,3.166,9.93,19.652,6.192
100000,older,further boosting pediatric,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,153364.36,49026.86,399.0,3471.22,37.58,300.124,39.766,0.01,0.004,0.052,0.142,0.488,2.986,10.25,19.74,6.094
100000,older,further boosting pediatric,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,152236.98,48448.8,390.474,3421.162,36.778,284.498,39.012,0.038,0.006,0.058,0.114,0.436,3.06,10.082,19.214,6.004
100000,older,further boosting pediatric,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,146143.28,48060.28,442.346,3911.168,43.224,349.052,46.018,0.036,0.012,0.086,0.168,0.58,3.614,12.0,22.428,7.094
100000,older,further boosting pediatric,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,147288.51,48589.34,446.156,3976.872,43.562,356.082,46.698,0.04,0.01,0.076,0.174,0.594,3.818,12.25,22.792,6.944
100000,older,further boosting pediatric,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,145752.45,48269.65,446.65,3942.956,43.728,351.77,46.83,0.042,0.018,0.102,0.188,0.556,3.656,12.206,23.08,6.982
100000,older,further boosting pediatric,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,144680.36,47864.06,441.412,3905.694,43.25,354.312,46.322,0.04,0.002,0.088,0.208,0.57,3.766,11.898,22.682,7.068
100000,older,further boosting pediatric,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,144217.06,48850.65,496.98,4263.736,49.246,375.59,48.116,0.022,0.01,0.102,0.264,0.646,4.032,12.51,23.516,7.014
100000,older,further boosting pediatric,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,143822.17,48716.79,495.652,4268.33,48.546,365.854,47.498,0.03,0.01,0.094,0.22,0.63,4.002,12.336,23.082,7.094
100000,older,further boosting pediatric,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,141495.88,48163.33,490.094,4145.714,47.916,361.284,46.478,0.036,0.01,0.112,0.22,0.63,3.864,12.222,22.446,6.938
100000,older,further boosting pediatric,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,139964.45,47837.33,488.798,4173.406,48.662,358.052,46.946,0.034,0.016,0.094,0.208,0.656,3.968,12.618,22.224,7.128
100000,older,further boosting pediatric,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,125775.94,42022.62,417.848,3730.732,39.724,323.552,42.912,0.014,0.012,0.06,0.16,0.532,3.412,11.06,21.096,6.566
100000,older,further boosting pediatric,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,125967.66,42020.7,414.386,3648.394,39.384,315.772,42.224,0.026,0.004,0.072,0.15,0.486,3.486,10.846,20.722,6.432
100000,older,further boosting pediatric,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,127571.47,42370.57,411.308,3568.94,39.212,309.678,41.896,0.024,0.004,0.068,0.146,0.562,3.398,10.974,20.342,6.378
100000,older,further boosting pediatric,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,130229.81,43040.1,411.966,3601.868,38.352,306.264,41.954,0.028,0.012,0.066,0.15,0.556,3.48,11.022,20.154,6.486
100000,older,further boosting pediatric,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,139057.51,47369.36,493.16,4184.484,47.28,381.66,48.58,0.044,0.004,0.088,0.234,0.736,4.19,12.69,23.424,7.17
100000,older,further boosting pediatric,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,139183.43,47382.65,495.952,4231.936,47.044,382.56,48.814,0.03,0.004,0.108,0.242,0.71,4.278,12.87,23.35,7.222
100000,older,further boosting pediatric,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,139577.55,47420.21,492.424,4192.528,46.814,367.676,48.464,0.028,0.01,0.11,0.202,0.736,4.066,12.832,23.396,7.084
100000,older,further boosting pediatric,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,140273.91,47532.45,489.16,4167.862,46.924,378.278,49.164,0.028,0.01,0.088,0.256,0.704,4.176,13.388,23.386,7.128
100000,older,further boosting high risk,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,153669.89,48180.71,351.344,2986.864,34.042,270.63,34.23,0.026,0.01,0.054,0.126,0.492,3.022,9.32,15.88,5.3
100000,older,further boosting high risk,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,151550.18,47292.26,337.634,2874.676,33.504,263.782,33.708,0.036,0.02,0.04,0.122,0.436,3.166,9.13,15.688,5.07
100000,older,further boosting high risk,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,154199.1,48026.76,347.404,3008.334,34.944,279.5,35.65,0.04,0.008,0.056,0.14,0.504,3.282,9.436,16.872,5.312
100000,older,further boosting high risk,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,151240.67,47635.01,374.036,3322.694,36.826,288.736,39.702,0.032,0.004,0.058,0.128,0.396,3.192,10.202,19.572,6.118
100000,older,further boosting high risk,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,146299.16,47128.9,363.098,3040.732,36.638,297.716,36.406,0.044,0.016,0.088,0.19,0.576,3.72,10.064,16.426,5.282
100000,older,further boosting high risk,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,147408.83,47768.5,403.896,3539.132,40.316,324.52,41.804,0.028,0.01,0.082,0.222,0.592,3.64,11.162,19.878,6.19
100000,older,further boosting high risk,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,145856.39,47060.29,390.686,3466.416,39.046,314.588,40.632,0.044,0.016,0.09,0.186,0.614,3.846,11.03,18.822,5.984
100000,older,further boosting high risk,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,144511.5,46746.78,397.746,3493.084,39.64,316.966,41.028,0.028,0.006,0.092,0.188,0.562,3.824,10.956,19.182,6.19
100000,older,further boosting high risk,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,144418.93,47661.18,380.75,2887.53,38.208,294.448,31.472,0.024,0.008,0.094,0.216,0.634,4.164,9.026,12.984,4.322
100000,older,further boosting high risk,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,144463.43,47818.28,400.738,3188.432,40.294,314.892,34.8,0.032,0.012,0.082,0.236,0.624,3.896,9.664,15.588,4.666
100000,older,further boosting high risk,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,142389.24,47706.66,461.13,4070.114,45.288,357.98,45.242,0.04,0.008,0.1,0.204,0.63,4.07,11.662,21.692,6.836
100000,older,further boosting high risk,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,140146.61,46924.34,453.898,4002.718,44.768,358.434,44.656,0.028,0.01,0.088,0.214,0.586,3.924,11.802,21.522,6.482
100000,older,further boosting high risk,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,125638.65,40556.88,307.96,2497.038,32.394,257.786,29.95,0.022,0.01,0.076,0.166,0.542,3.822,8.394,12.84,4.078
100000,older,further boosting high risk,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,126109.24,40565.49,305.54,2505.33,32.024,261.262,29.822,0.028,0.006,0.062,0.166,0.61,3.66,8.402,12.816,4.072
100000,older,further boosting high risk,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,127657.81,41272.66,329.14,2768.768,32.902,267.43,32.016,0.02,0.01,0.064,0.16,0.55,3.504,8.656,14.662,4.39
100000,older,further boosting high risk,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,130225.5,43024.35,409.786,3643.018,39.256,321.106,42.172,0.024,0.006,0.058,0.17,0.498,3.504,11.076,20.582,6.254
100000,older,further boosting high risk,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,139181.2,46051.95,395.856,3108.57,41.132,332.916,35.698,0.028,0.008,0.1,0.182,0.644,4.258,10.268,15.414,4.796
100000,older,further boosting high risk,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,139157.23,46074.51,386.35,3055.114,40.302,330.61,34.728,0.022,0.016,0.078,0.236,0.692,4.166,10.18,14.664,4.674
100000,older,further boosting high risk,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,139734.63,45960.82,376.758,3030.946,38.834,314.886,34.908,0.038,0.004,0.064,0.168,0.644,4.232,9.884,15.14,4.734
100000,older,further boosting high risk,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,140374.93,46490.15,405.594,3265.408,39.58,327.132,36.472,0.026,0.01,0.076,0.238,0.566,3.876,10.066,16.544,5.07
100000,older,further boosting random,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,148729.92,47242.18,380.4,3347.794,35.728,293.298,38.838,0.032,0.008,0.052,0.126,0.446,3.128,9.84,19.132,6.074
100000,older,further boosting random,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,148966.34,47273.84,379.068,3299.874,36.406,290.53,38.34,0.028,0.006,0.048,0.128,0.444,2.93,10.188,18.582,5.986
100000,older,further boosting random,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,149684.83,47507.84,381.714,3351.154,37.09,289.168,39.324,0.032,0.004,0.062,0.152,0.454,3.076,10.226,19.28,6.038
100000,older,further boosting random,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,144600.11,45941.58,372.606,3315.554,34.952,278.96,38.368,0.034,0.004,0.05,0.11,0.452,2.998,9.924,18.828,5.968
100000,older,further boosting random,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,145177.93,47340.12,422.67,3770.292,41.3,340.228,44.134,0.032,0.01,0.068,0.166,0.506,3.528,11.65,21.546,6.628
100000,older,further boosting random,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,147534.2,48402.58,438.654,3924.228,43.024,347.762,45.934,0.042,0.006,0.07,0.198,0.622,3.74,11.81,22.298,7.148
100000,older,further boosting random,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,145678.65,47911.62,434.07,3898.238,42.712,354.004,45.498,0.024,0.012,0.068,0.202,0.644,3.78,11.726,21.996,7.046
100000,older,further boosting random,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,142098.12,46705.35,427.002,3807.934,42.048,334.904,44.99,0.044,0.012,0.064,0.17,0.534,3.616,11.844,21.956,6.75
100000,older,further boosting random,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,142648.6,47826.28,470.592,4051.096,46.238,365.79,44.322,0.036,0.008,0.072,0.204,0.628,3.76,11.274,21.66,6.68
100000,older,further boosting random,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,144073.8,48245.14,471.3,4105.094,45.936,356.53,45.16,0.04,0.006,0.104,0.21,0.594,3.802,11.548,21.926,6.93
100000,older,further boosting random,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,135184.48,45993.85,466.314,3982.72,46.132,355.212,45.726,0.026,0.012,0.062,0.19,0.64,3.852,11.722,22.326,6.896
100000,older,further boosting random,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,130068.73,44462.13,456.704,3984.064,45.094,345.102,44.982,0.028,0.006,0.078,0.202,0.634,3.87,11.588,22.048,6.528
100000,older,further boosting random,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,121575.66,40310.6,392.012,3425.788,39.388,322.134,40.808,0.02,0.004,0.07,0.186,0.552,3.544,11.002,19.368,6.062
100000,older,further boosting random,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,124483.48,41025.51,389.232,3445.934,38.11,307.854,39.632,0.03,0.004,0.058,0.178,0.528,3.206,10.314,19.414,5.9
100000,older,further boosting random,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,126875.67,41701.67,388.164,3455.684,37.368,306.466,39.452,0.028,0.002,0.058,0.148,0.484,3.186,10.242,19.296,6.008
100000,older,further boosting random,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,130149.03,43002.88,413.0,3613.422,39.134,314.848,41.956,0.026,0.008,0.062,0.166,0.488,3.622,10.65,20.656,6.278
100000,older,further boosting random,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,136622.61,46033.76,471.178,3958.744,44.946,374.65,44.186,0.042,0.006,0.098,0.192,0.58,3.786,11.638,21.376,6.468
100000,older,further boosting random,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,137333.1,46306.16,469.496,3983.3,43.572,361.872,44.24,0.02,0.006,0.076,0.19,0.58,3.846,11.656,21.146,6.72
100000,older,further boosting random,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,139000.2,46541.86,465.002,3964.46,42.878,347.802,43.722,0.024,0.014,0.076,0.21,0.65,3.774,11.506,20.946,6.522
100000,older,further boosting random,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,139873.65,46902.25,466.03,3997.07,42.824,344.754,44.878,0.024,0.02,0.082,0.21,0.672,3.716,11.81,21.592,6.752
100000,younger,no further boosting,80.0%,TP_high,never,1.5 (year),1.5 - 3.0 years,164236.67,44004.84,160.708,1051.532,15.696,112.882,11.466,0.056,0.014,0.056,0.142,0.312,1.736,4.232,4.5,0.418
100000,younger,no further boosting,80.0%,TP_high,never,1.75 (year),1.5 - 3.0 years,145051.54,40241.78,178.35,1225.452,18.548,145.42,15.246,0.088,0.012,0.128,0.158,0.428,2.176,5.19,6.414,0.652
100000,younger,no further boosting,80.0%,TP_high,never,2.0 (year),1.5 - 3.0 years,150612.93,42691.27,205.316,1397.032,21.264,168.316,15.394,0.082,0.014,0.084,0.212,0.46,2.158,5.176,6.622,0.586
100000,younger,no further boosting,80.0%,TP_high,never,2.25 (year),1.5 - 3.0 years,127594.07,35945.33,166.362,1114.126,17.58,138.73,13.524,0.066,0.024,0.09,0.182,0.434,1.942,4.876,5.504,0.406
100000,younger,no further boosting,80.0%,TP_high,never,2.5 (year),1.5 - 3.0 years,139847.68,40202.93,203.092,1372.16,21.644,167.914,15.7,0.068,0.01,0.086,0.208,0.548,2.542,5.384,6.284,0.57
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,160600.15,43193.46,160.872,1050.004,15.488,120.11,11.422,0.086,0.008,0.058,0.204,0.37,1.694,4.06,4.594,0.348
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,158123.54,42679.66,160.498,1053.762,16.07,120.998,11.602,0.074,0.008,0.086,0.128,0.31,1.728,4.2,4.706,0.362
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,158703.34,42831.5,160.37,1055.18,16.374,126.646,11.698,0.086,0.016,0.078,0.14,0.402,1.752,4.022,4.822,0.38
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,156768.04,42292.82,157.594,1043.7,15.836,122.844,11.568,0.092,0.012,0.064,0.14,0.322,1.684,4.144,4.702,0.408
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,142010.81,39461.46,178.422,1231.906,17.91,140.826,14.344,0.06,0.016,0.098,0.12,0.384,2.012,4.836,6.166,0.652
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,142615.44,39773.71,177.852,1236.554,17.612,135.828,14.526,0.084,0.0,0.076,0.162,0.404,2.072,4.888,6.172,0.668
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,140758.77,39358.39,177.364,1223.922,17.45,139.112,13.834,0.052,0.008,0.074,0.16,0.39,1.982,4.904,5.66,0.604
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,140675.08,39299.17,176.354,1219.89,17.622,130.244,14.116,0.08,0.016,0.09,0.178,0.416,2.012,4.894,5.812,0.618
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,147025.4,41689.77,205.532,1374.524,21.546,167.926,15.58,0.092,0.01,0.124,0.19,0.52,2.32,5.272,6.492,0.56
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,148105.29,41977.71,203.884,1380.74,21.548,167.5,15.474,0.08,0.008,0.112,0.216,0.482,2.35,5.166,6.474,0.586
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,146698.13,41849.91,205.628,1390.468,21.882,166.172,15.342,0.064,0.014,0.108,0.208,0.46,2.216,5.14,6.504,0.628
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,145231.11,41459.84,203.346,1362.922,21.452,166.228,15.73,0.08,0.012,0.114,0.218,0.482,2.272,5.398,6.566,0.588
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,122555.7,34771.17,166.716,1127.794,16.724,129.498,12.84,0.054,0.012,0.096,0.156,0.344,1.944,4.576,5.212,0.446
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),2.25 (year),1.5 - 3.0 years,123212.43,34862.28,166.736,1107.442,16.736,133.228,12.854,0.07,0.01,0.082,0.17,0.406,2.004,4.536,5.184,0.392
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),2.25 (year),1.5 - 3.0 years,124794.04,35168.4,165.94,1112.098,16.696,130.34,12.924,0.068,0.008,0.11,0.144,0.352,2.044,4.456,5.322,0.42
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),2.25 (year),1.5 - 3.0 years,127378.31,35854.79,165.572,1120.784,17.054,131.478,13.374,0.066,0.016,0.1,0.156,0.416,2.068,4.562,5.606,0.384
100000,younger,further boosting pediatric,80.0%,TP_high,1.75 (year),2.5 (year),1.5 - 3.0 years,135082.38,39099.99,203.594,1366.188,22.134,175.558,16.648,0.094,0.024,0.094,0.234,0.55,2.588,5.926,6.646,0.492
100000,younger,further boosting pediatric,80.0%,TP_high,2.0 (year),2.5 (year),1.5 - 3.0 years,135901.94,39214.27,204.678,1370.238,22.664,179.35,16.914,0.086,0.02,0.146,0.27,0.556,2.546,5.904,6.896,0.49
100000,younger,further boosting pediatric,80.0%,TP_high,2.25 (year),2.5 (year),1.5 - 3.0 years,135647.04,39034.17,202.396,1356.284,21.79,172.764,16.388,0.082,0.006,0.138,0.27,0.548,2.428,5.664,6.75,0.502
100000,younger,further boosting pediatric,80.0%,TP_high,2.5 (year),2.5 (year),1.5 - 3.0 years,137020.82,39442.89,202.014,1366.346,21.948,172.078,16.656,0.076,0.01,0.126,0.208,0.566,2.622,5.684,6.856,0.508
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),1.5 (year),1.5 - 3.0 years,147782.51,39425.67,131.31,847.26,13.116,102.328,9.266,0.048,0.01,0.068,0.126,0.316,1.52,3.134,3.684,0.36
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),1.5 (year),1.5 - 3.0 years,145281.75,38527.07,123.28,809.156,12.204,91.28,8.964,0.05,0.014,0.084,0.146,0.386,1.446,2.768,3.68,0.39
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),1.5 (year),1.5 - 3.0 years,151977.11,40207.05,130.666,845.828,13.32,103.262,9.516,0.054,0.008,0.066,0.172,0.33,1.724,2.986,3.802,0.374
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),1.5 (year),1.5 - 3.0 years,138057.1,36989.63,135.054,913.76,13.444,106.182,10.33,0.084,0.01,0.056,0.102,0.302,1.46,3.694,4.226,0.396
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),1.75 (year),1.5 - 3.0 years,139770.49,37909.32,120.526,703.436,12.172,95.978,7.516,0.066,0.004,0.1,0.144,0.408,1.71,2.38,2.508,0.196
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),1.75 (year),1.5 - 3.0 years,145682.22,40015.22,160.03,1118.852,15.94,125.35,12.658,0.086,0.016,0.106,0.17,0.38,1.878,4.128,5.326,0.568
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),1.75 (year),1.5 - 3.0 years,144370.88,39561.17,156.806,1068.19,15.674,122.098,12.2,0.086,0.022,0.112,0.176,0.466,1.846,3.762,5.11,0.62
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),1.75 (year),1.5 - 3.0 years,136473.13,37425.05,155.77,1068.062,16.17,126.844,12.45,0.074,0.018,0.104,0.158,0.458,1.972,3.938,5.172,0.556
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),2.0 (year),1.5 - 3.0 years,139891.24,38959.97,136.092,741.078,13.916,97.326,7.638,0.07,0.01,0.128,0.212,0.592,1.69,2.184,2.58,0.172
100000,younger,further boosting high risk,80.0%,TP_high,2.0 (year),2.0 (year),1.5 - 3.0 years,144832.98,40178.17,144.48,777.56,14.186,102.362,8.198,0.08,0.006,0.102,0.212,0.504,2.03,2.44,2.54,0.284
100000,younger,further boosting high risk,80.0%,TP_high,2.25 (year),2.0 (year),1.5 - 3.0 years,132073.53,37669.48,178.68,1226.652,18.384,145.916,13.808,0.08,0.02,0.11,0.198,0.466,1.89,4.672,5.86,0.512
100000,younger,further boosting high risk,80.0%,TP_high,2.5 (year),2.0 (year),1.5 - 3.0 years,120895.87,34738.56,171.928,1190.22,18.064,144.424,13.402,0.072,0.02,0.104,0.184,0.42,2.008,4.508,5.56,0.526
100000,younger,further boosting high risk,80.0%,TP_high,1.75 (year),2.25 (year),1.5 - 3.0 years,111601.66,31139.71,108.988,651.6,10.612,81.128,6.814,0.048,0.018,0.088,0.196,0.448,1.358,2.062,2.43,0.166
