group,popType,scenarioBoostStart,scenarioImmuneEscape,scenarioVaxCoverage,scenario,vaxCoverage,tpLevel,boostStart,immuneEscape,ageScenario,nVaxDoses,nAsymptom,nHomecare,nAdmitWard,nAdmitICU,nOccupyWard,nOccupyICU,nDeaths,costHome,costWard,costICU,costDeath,costDoses,costDisease,cost,yldAsymptom,yldHomecare,yldAdmitWard,yldAdmitICU,yll,yllU,yld,daly,dalyU,daly0,cost0,iDaly,iCost,icer
B,Younger,Pediatric boosting at 2.00 yr,"Pediatric boosting, immune escape 2.00 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.00 yr,2.00 yr,No,11000,41268.678,19897.7764,164.138,18.4606,1331.393,142.5736,15.2998,1033531.1905361458,69755.24906748126,77406.48979793391,986.8371,213271.1428571429,1181679.766501561,1394950.909358704,0,19.46166075287671,1.8383456000000002,0.4457349802739726,181.8242635768661,237.440178739128,21.745741333150683,203.57000491001676,259.1859200722787,203.9778205323891,1216186.066156741,0.4078156223723397,178764.843201963,438347.2172106956
B,Younger,Pediatric boosting at 2.25 yr,"Pediatric boosting, immune escape 2.00 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.25 yr,2.00 yr,No,11000,42494.397,20464.3966,164.9906,18.5448,1335.7632,143.0482,15.3694,1062962.6022735815,69984.21556308001,77664.16106427004,991.3263000000001,213271.1428571429,1211602.3052009316,1424873.4480580746,0,20.01586188,1.8478947200000002,0.4477680065753425,183.10375120109012,239.553532243163,22.31152460657534,205.41527580766547,261.8650568497383,203.9778205323891,1216186.066156741,-1.4374552752763634,208687.38190133357,-145178.34780022048
B,Younger,Pediatric boosting at 2.50 yr,"Pediatric boosting, immune escape 2.00 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.50 yr,2.00 yr,No,11000,42583.435,20492.7392,164.6242,18.7236,1337.3848,145.654,15.4082,1064434.774868751,70069.17553499501,79078.9098755188,993.8289000000001,213271.1428571429,1214576.689179265,1427847.832036408,0,20.043583272328764,1.8437910400000004,0.4520851693150686,183.1874380737873,239.2456764211237,22.339459481643832,205.52689755543113,261.58513590276755,203.9778205323891,1216186.066156741,-1.549077023042031,211661.7658796669,-136637.34128856412
B,Younger,Pediatric boosting at 1.75 yr,"Pediatric boosting, immune escape 2.25 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,1.75 yr,2.25 yr,No,11000,43775.146,21182.9686,182.3726,20.1418,1460.3826,155.2998,16.58,1100286.7011937974,76513.36006484625,84315.83676305556,1069.4099999999999,213271.1428571429,1262185.308021699,1475456.450878842,0,20.718684356712327,2.0425731200000006,0.48632789972602747,196.75101643098557,257.0446394433152,23.247585376438355,219.99860180742394,280.2922248197535,217.96533252132113,1284132.582401514,-2.033269286102808,191323.86847732798,-94096.6697254552
B,Younger,Pediatric boosting at 2.00 yr,"Pediatric boosting, immune escape 2.25 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.00 yr,2.25 yr,No,11000,43554.416,21051.3168,181.5172,19.956,1452.501,152.9724,16.2884,1093448.4375177505,76100.42190830625,83052.23772118728,1050.6018,213271.1428571429,1253651.698947244,1466922.841804387,0,20.58991807561644,2.0329926400000002,0.4818417205479452,193.43647764757148,252.74134815589719,23.104752436164382,216.54123008373585,275.8461005920616,217.96533252132113,1284132.582401514,1.424102437585276,182790.259402873,128354.71282024782
B,Younger,Pediatric boosting at 2.25 yr,"Pediatric boosting, immune escape 2.25 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.25 yr,2.25 yr,No,11000,43251.184,20910.4554,180.435,19.9086,1435.1726,153.5886,16.1398,1086131.8083871412,75192.54057053376,83386.78688746692,1041.0171,213271.1428571429,1245752.152945142,1459023.295802285,0,20.45214404876712,2.0208720000000002,0.4806972378082192,192.10538188683344,251.21923373105219,22.95371328657534,215.0590951734088,274.1729470176275,217.96533252132113,1284132.582401514,2.906237347912338,174890.7134007709,60177.7117503502
B,Younger,Pediatric boosting at 2.50 yr,"Pediatric boosting, immune escape 2.25 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.50 yr,2.25 yr,No,11000,44691.79400000001,21546.046000000002,180.08079999999998,20.1072,1441.368,155.814,16.2978,1119145.6837220548,75517.13418795,84595.00778107079,1051.2080999999998,213271.1428571429,1280309.0337910757,1493580.1766482187,0,21.07380389589041,2.01690496,0.4854924756164384,193.8436055639543,253.4379418271908,23.57620133150685,217.41980689546114,277.01414315869766,217.96533252132113,1284132.582401514,0.5455256258599945,209447.5942467046,383937.2236941586
B,Younger,Pediatric boosting at 1.75 yr,"Pediatric boosting, immune escape 2.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,1.75 yr,2.50 yr,No,11000,51400.65800000001,24398.7376,187.77179999999998,20.9516,1421.7602,161.139,15.2538,1267320.3182294795,74489.82897253626,87486.0728742858,983.8701,213271.1428571429,1430280.0901763015,1643551.2330334445,0,23.86397074849315,2.10304416,0.5058806871232877,181.8708787182678,237.48158412815016,26.472895595616436,208.34377431388424,263.9544797237666,209.39883168507993,1464624.2690566943,1.0550573711956872,178926.96397675015,169589.7956468223
B,Younger,Pediatric boosting at 2.00 yr,"Pediatric boosting, immune escape 2.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.00 yr,2.50 yr,No,11000,51094.507999999994,24300.3986,187.59959999999998,21.0678,1423.6404,160.4014,15.2452,1262212.3894990042,74588.3376918225,87085.61285311107,983.3154000000001,213271.1428571429,1424869.6554439378,1638140.7983010807,0,23.767787123835614,2.10111552,0.50868636,181.40629816696767,236.84347929201633,26.377589003835613,207.7838871708033,263.2210682958519,209.39883168507993,1464624.2690566943,1.6149445142766297,173516.52924438636,107444.26679086764
B,Younger,Pediatric boosting at 2.25 yr,"Pediatric boosting, immune escape 2.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.25 yr,2.50 yr,No,11000,51452.58,24410.062,186.6714,20.8076,1406.4318,156.9302,15.1116,1267908.5307201028,73686.73299726375,85201.01845845045,974.6981999999999,213271.1428571429,1427770.980375817,1641042.12323296,0,23.87504694246575,2.0907196800000003,0.5024037775342467,180.0578034448191,235.02067284536182,26.468170399999998,206.52597384481908,261.4888432453618,209.39883168507993,1464624.2690566943,2.872857840260849,176417.85417626565,61408.48729230796
B,Younger,Pediatric boosting at 2.50 yr,"Pediatric boosting, immune escape 2.50 yr","Pediatric boosting, coverage 80%",Pediatric boosting,80%,low TP,2.50 yr,2.50 yr,No,11000,51563.93299999999,24419.3762,186.2256,20.8652,1409.8986,158.6458,15.0852,1268392.3293125369,73868.36794462125,86132.45719533677,972.9954,213271.1428571429,1429366.1498524947,1642637.2927096377,0,23.884156995616436,2.0857267200000003,0.5037945413698631,179.68068243026696,234.57456701019663,26.4736782569863,206.15436068725325,261.04824526718295,209.39883168507993,1464624.2690566943,3.2444709978266815,178013.02365294332,54866.57879579934
B,Younger,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 1.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,1.75 yr,1.50 yr,No,11000,63011.897000000004,27923.2882,153.66299999999998,18.6038,1127.303,142.6686,13.0052,1450392.6829246061,59062.42675116876,77458.06748504292,838.8354,213271.1428571429,1587752.0125608176,1801023.1554179606,0,27.311270924383557,1.7210256000000002,0.4491925736986302,164.26712556742459,219.60850218533338,29.48148909808219,193.74861466550678,249.08999128341557,221.9150150681653,1682019.7080397056,28.166400402658525,119003.44737825496,4225.014402870686
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 1.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.00 yr,1.50 yr,No,11000,61467.42800000001,27442.1864,156.7384,17.5922,1121.0482,129.6484,12.3524,1425403.2717397925,58734.72100848625,70389.10115139448,796.7298,213271.1428571429,1555323.8236996734,1768594.9665568164,0,26.84071382136986,1.7554700800000005,0.42476728383561646,153.11243729393303,203.07580595487192,29.02095118520548,182.13338847913852,232.09675714007741,221.9150150681653,1682019.7080397056,39.781626589026786,86575.25851711072,2176.262409063769
B,Younger,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 1.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.25 yr,1.50 yr,No,11000,54543.844999999994,24318.6712,137.4376,15.9042,1007.2038,117.6128,11.2678,1263161.5057043803,52770.10764718875,63854.69682540416,726.7731,213271.1428571429,1380513.0832769733,1593784.2261341163,0,23.78565922849315,1.5393011200000002,0.3840101769863014,139.43730364304128,184.7314357181108,25.70897052547945,165.14627416852073,210.44040624359025,221.9150150681653,1682019.7080397056,56.76874089964457,-88235.48190558935,-1554.296968847195
B,Younger,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 1.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.50 yr,1.50 yr,No,11000,53026.002,23468.1372,133.89780000000002,15.611,1031.5562,118.8782,11.7498,1218983.0306858616,54045.995178061254,64541.71161769604,757.8621,213271.1428571429,1338328.599581619,1551599.742438762,0,22.95376706958904,1.4996553600000004,0.37693080273972607,145.93213322607122,193.6185173944164,24.83035323232877,170.7624864584,218.44887062674516,221.9150150681653,1682019.7080397056,51.15252860976531,-130419.96560094366,-2549.6289068307315
B,Younger,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,1.75 yr,1.75 yr,No,11000,51771.376000000004,23117.000799999998,116.0652,13.445,753.915,95.4604,8.1318,1200744.288112969,39499.62828459375,51827.64886842088,524.5011000000001,213271.1428571429,1292596.0663659836,1505867.2092231265,0,22.61032680986301,1.2999302400000003,0.3246322876712329,106.80237135128664,145.9305001765453,24.234889337534245,131.03726068882088,170.16538951407955,207.77080526133466,1531266.1600332733,76.73354457251378,-25398.95081014675,-331.0019229744372
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.00 yr,1.75 yr,No,11000,45721.26199999999,21130.472800000003,142.3474,15.5258,1092.3562,119.0272,11.9622,1097559.9620053852,57231.47019806125,64622.60714800384,771.5618999999999,213271.1428571429,1220185.6012514504,1433456.7441085933,0,20.667339149589044,1.5942908800000002,0.37487363123287676,145.8749731638426,192.9228956951537,22.63650366082192,168.51147682466453,215.55939935597561,207.77080526133466,1531266.1600332733,39.25932843667013,-97809.41592467995,-2491.367525108279
B,Younger,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.25 yr,1.75 yr,No,11000,42324.972,19742.143,140.7338,15.5572,1114.465,119.5762,12.613,1025447.2735217207,58389.80950928125,64920.67188719164,813.5385,213271.1428571429,1149571.2934181937,1362842.4362753367,0,19.309438495890408,1.5762185600000003,0.3756317906849315,152.40012822009837,200.2919278590371,21.26128884657534,173.66141706667372,221.55321670561244,207.77080526133466,1531266.1600332733,34.10938819466094,-168423.72375793662,-4937.7527030607835
B,Younger,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 1.75 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.50 yr,1.75 yr,No,11000,41691.200000000004,19462.3092,136.7174,16.3064,1133.0408,128.8302,13.4788,1010912.1337828776,59363.045477645,69944.88153463043,869.3826,213271.1428571429,1141089.443395153,1354360.5862522959,0,19.035738039452053,1.5312348800000002,0.393721378630137,162.93874119486455,214.0140254474432,20.96069429808219,183.89943549294674,234.9747197455254,207.77080526133466,1531266.1600332733,23.871369768387922,-176905.5737809774,-7410.784362079117
B,Younger,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,1.75 yr,2.00 yr,No,11000,40216.218,18549.9506,100.97139999999999,11.421,714.961,86.5604,7.8778,963522.3626296602,37458.72377918125,46995.63397084088,508.11809999999997,213271.1428571429,1048484.8384796822,1261755.981336825,0,18.14337634027397,1.13087968,0.27576239178082196,102.11316471978802,138.31767899192735,19.550018412054794,121.66318313184281,157.86769740398213,203.9778205323891,1216186.066156741,82.31463740054629,45569.91518008406,553.6064619751534
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.00 yr,2.00 yr,No,11000,39557.672,17922.2496,86.2586,9.6358,565.4728,71.8444,6.0612,930918.2892503488,29626.636165945,39005.978776145676,390.9474,213271.1428571429,999941.8515924395,1213212.9944495824,0,17.529433170410957,0.9660963200000001,0.23265837095890413,82.07442479988397,113.56943101613336,18.728187861369864,100.80261266125383,132.29761887750323,203.9778205323891,1216186.066156741,103.17520787113527,-2973.0717071585823,-28.815756890666187
B,Younger,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.25 yr,2.00 yr,No,11000,41842.397,20075.948800000002,157.2262,17.558,1290.9838,137.6208,14.497,1042785.8292953132,67638.10273231375,74717.50065358177,935.0565,213271.1428571429,1186076.4891812087,1399347.6320383516,0,19.635928004383562,1.7609334400000003,0.4239415178082192,172.37262892541236,225.51717262917913,21.82080296219178,194.19343188760413,247.3379755913709,203.9778205323891,1216186.066156741,9.784388644784968,183161.56588161062,18719.7762201765
B,Younger,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.00 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.50 yr,2.00 yr,No,11000,42150.587,20269.686999999998,166.153,18.227,1351.5682,141.1022,15.2532,1052848.9875333526,70812.28189023625,76607.63286306885,983.8314,213271.1428571429,1201252.7336866579,1414523.8765438008,0,19.825419887671227,1.8609136000000002,0.44009466027397265,181.55854751479671,237.43886112069646,22.1264281479452,203.68497566274192,259.56528926864166,203.9778205323891,1216186.066156741,0.29284486964718326,198337.8103870598,677279.4436385904
B,Younger,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,1.75 yr,2.25 yr,No,11000,41683.31,19785.6354,133.91019999999997,14.5834,979.5234,113.6968,10.1882,1027706.3577051812,51319.85727311626,61728.610270468955,657.1389,213271.1428571429,1141411.9641487664,1354683.1070059093,0,19.351977637808215,1.49979424,0.3521191895890411,128.41548718488568,172.06006372519488,21.203891067397254,149.61937825228293,193.26395479259213,217.96533252132113,1284132.582401514,68.3459542690382,70550.52460439526,1032.2560473247465
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.00 yr,2.25 yr,No,11000,41384.807,19155.616,111.3686,12.9524,771.8426,100.0146,8.233,994981.8618895148,40438.90331697125,54300.22889612412,531.0285,213271.1428571429,1090252.0226026103,1303523.1654597532,0,18.73576688219178,1.2473283200000003,0.31273835945205486,107.91935650980164,147.1757437316927,20.295833561643835,128.21519007144548,167.47157729333654,217.96533252132113,1284132.582401514,89.75014244987565,19390.583058239194,216.0507218032394
B,Younger,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.25 yr,2.25 yr,No,11000,41488.897000000004,18908.6102,104.1246,11.6702,708.8288,88.9302,7.459,982151.8755929889,37137.44137922,48282.25294885044,481.10549999999995,213271.1428571429,1068052.6754210594,1281323.8182782023,0,18.494174907945204,1.1661955200000003,0.2817793769863014,97.85396281198824,134.02258799164403,19.942149804931503,117.79611261691974,153.96473779657555,217.96533252132113,1284132.582401514,100.16921990440139,-2808.764123311732,-28.040191647617256
B,Younger,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.25 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.50 yr,2.25 yr,No,11000,44249.744,21222.9084,174.1556,18.919,1377.022,145.5712,15.2026,1102361.2560693752,72145.8747202375,79033.95584928064,980.5677000000001,213271.1428571429,1254521.6543388932,1467792.7971960362,0,20.757748763835615,1.9505427200000003,0.4568031424657535,181.55453414121465,238.01662692285106,23.165094626301368,204.719628767516,261.1817215491524,217.96533252132113,1284132.582401514,13.245703753805117,183660.21479452215,13865.644152109453
B,Younger,High-risk boosting at 1.75 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,1.75 yr,2.50 yr,No,11000,43582.808,20942.5174,158.953,16.9026,1110.231,126.143,11.5032,1087797.174223244,58167.97889686875,68485.9387893746,741.9564,213271.1428571429,1215193.0483094873,1428464.1911666302,0,20.483503319999997,1.7802736000000003,0.40811675013698634,141.76507222784176,188.21427030488036,22.671893670136985,164.43696589797875,210.88616397501735,209.39883168507993,1464624.2690566943,44.961865787101175,-36160.0778900641,-804.2388200989168
B,Younger,High-risk boosting at 2.00 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.00 yr,2.50 yr,No,11000,44037.341,20758.497799999997,138.54659999999998,14.8426,930.75,111.057,9.2314,1078238.8199405016,48764.488073437504,60295.4020764654,595.4253,213271.1428571429,1187894.1353904044,1401165.2782475473,0,20.303517026301364,1.55172192,0.35837762684931507,117.68776543427192,158.7318370787881,22.213616573150677,139.9013820074226,180.94545365193878,209.39883168507993,1464624.2690566943,69.49744967765733,-63458.99080914701,-913.1125113724624
B,Younger,High-risk boosting at 2.25 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.25 yr,2.50 yr,No,11000,48120.46100000001,22004.262,126.02319999999999,13.7778,821.5212,98.1666,8.5564,1142946.359661036,43041.6983717175,53296.90715109852,551.8878,213271.1428571429,1239836.852983852,1453107.9958409949,0,21.521976805479447,1.41145984,0.3326678120547945,109.6646132402544,148.49894924387172,23.26610445753424,132.93071769778862,171.76505370140598,209.39883168507993,1464624.2690566943,76.4681139872913,-11516.273215699475,-150.60229179463528
B,Younger,High-risk boosting at 2.50 yr,"High-risk boosting, immune escape 2.50 yr","High-risk boosting, coverage 80%",High-risk boosting,80%,low TP,2.50 yr,2.50 yr,No,11000,47439.538,21697.832400000003,125.85419999999999,13.5874,895.982,97.7764,9.4936,1127029.7796906473,46942.8993317375,53085.05858783608,612.3372,213271.1428571429,1227670.0748102209,1440941.2176673638,0,21.222263470684933,1.4095670400000002,0.3280705649315069,115.79154372771987,153.85548684454244,22.95990107561644,138.7514448033363,176.81538792015888,209.39883168507993,1464624.2690566943,70.64738688174361,-23683.051389330532,-335.22897922570723
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,1.50 yr,No,11000,63535.822,28551.302200000002,177.74499999999998,20.7058,1351.6712,158.7994,15.469,1483013.0141638983,70817.678336405,86215.85017154667,997.7505,213271.1428571429,1641044.29317185,1854315.436028993,0,27.925520233972602,1.990744,0.4999457956164384,188.95707953018365,248.4963816443209,30.41621002958904,219.37328955977267,278.91259167390996,221.9150150681653,1682019.7080397056,2.5417255083926307,172295.72798928735,67786.91381912674
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,1.50 yr,No,11000,63352.340000000004,28548.6852,178.7062,20.6676,1338.5622,156.013,15.2398,1482877.0818330056,70130.86267789875,84703.0494624886,982.9671000000001,213271.1428571429,1638693.961073393,1851965.103930536,0,27.92296059287671,2.0015094400000004,0.49902344876712335,185.91013612656909,244.335862665889,30.42349348164383,216.3336296082129,274.75935614753286,221.9150150681653,1682019.7080397056,5.581385459952401,169945.39589083032,30448.604044680986
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,1.50 yr,No,11000,61537.50300000001,27776.2026,173.94359999999998,20.5988,1332.6638,158.0946,15.2152,1442752.7561195828,69821.82968681375,85833.19802550013,981.3804,213271.1428571429,1599389.1642318966,1812660.3070890396,0,27.16740911835616,1.94816832,0.49736225863013706,185.68236017164898,244.0941411111796,29.6129396969863,215.29529986863528,273.70708080816587,221.9150150681653,1682019.7080397056,6.61971519953002,130640.59904933395,19735.078490779943
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 1.50 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,1.50 yr,No,11000,59668.415,26900.7326,168.4796,20.3388,1330.0692,159.8658,15.8036,1397279.0542752561,69685.89163604249,86794.82328242077,1019.3322,213271.1428571429,1554779.1013937194,1768050.2442508624,0,26.311127501917806,1.8869715200000003,0.49108450520547947,193.86286458075554,255.26240026432404,28.689183527123284,222.55204810787882,283.9515837914473,221.9150150681653,1682019.7080397056,-0.6370330397135149,86030.53621115675,-135048.78216339645
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,1.75 yr,No,11000,54989.7,25249.9576,169.84359999999998,18.6468,1242.0536,134.89940000000001,13.6854,1311534.4254906396,65074.518360215,73239.98994096668,882.7083,213271.1428571429,1450731.6420918214,1664002.7849489644,0,24.696533871780822,1.90224832,0.4502308175342466,164.82802039146787,216.15900767966409,27.04901300931507,191.87703340078295,243.20802068897916,207.77080526133466,1531266.1600332733,15.893771860551709,132736.6249156911,8351.48673834579
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,1.75 yr,No,11000,51997.639,24153.3246,169.2338,18.4586,1291.6606,138.2746,13.9578,1254573.0652216987,67673.56209898375,75072.46372549611,900.2781,213271.1428571429,1398219.3691461785,1611490.5120033214,0,23.62393666356164,1.8954185600000002,0.44568668986301374,168.4073767243592,221.2497192628377,25.965041913424653,194.37241863778385,247.21476117626233,207.77080526133466,1531266.1600332733,13.398386623550806,80224.35197004816,5987.612854001022
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,1.75 yr,No,11000,49191.60800000001,22952.3558,162.81,17.8672,1248.6744,136.538,13.6614,1192192.2901688258,65421.399824235006,74129.6236051436,881.1603,213271.1428571429,1332624.4738982043,1545895.6167553472,0,22.449290467397258,1.8234720000000002,0.4314072153424658,164.73542945411336,216.32531328399736,24.704169682739725,189.43959913685308,241.02948296673708,207.77080526133466,1531266.1600332733,18.331206124481582,14629.456722073955,798.062965564285
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 1.75 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,1.75 yr,No,11000,48679.240999999995,22716.414,160.42180000000002,17.7522,1214.699,134.1556,13.6996,1179936.990654492,63641.33752169376,72836.16379705431,883.6242,213271.1428571429,1317298.11617324,1530569.2590303828,0,22.218519994520545,1.7967241600000006,0.42863051671232877,165.16112956059467,216.83270732081505,24.443874671232873,189.60500423182754,241.2765819920479,207.77080526133466,1531266.1600332733,18.165801029507122,-696.9010028904304,-38.36335109904806
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,2.00 yr,No,11000,40862.992,19434.9282,149.997,17.4808,1239.0122,135.3042,14.3494,1009489.9086578595,64915.17125946125,73459.76518035325,925.5363,213271.1428571429,1148790.381397674,1362061.524254817,0,19.0089571709589,1.6799664000000003,0.4220775079452055,170.59808840641,222.8006005829996,21.111001078904106,191.7090894853141,243.91160166190372,203.9778205323891,1216186.066156741,12.268731047074994,145875.45809807605,11890.020046763877
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,2.00 yr,No,11000,40296.744000000006,19119.9112,147.5416,17.0122,1220.5716,133.7834,14.1756,993127.2815731002,63949.0187816025,72634.08784819148,914.3262,213271.1428571429,1130624.7144028943,1343895.8572600372,0,18.700844653150682,1.65246592,0.4107630646575343,168.24973053885304,219.7838848154527,20.764073637808217,189.01380417666127,240.54795845326092,203.9778205323891,1216186.066156741,14.964016355727836,127709.79110329621,8534.459470462436
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,2.00 yr,No,11000,42190.816999999995,20296.966,161.9644,18.8166,1345.3958,147.0282,15.6922,1054265.9145698147,70488.89330448875,79824.99469262603,1012.1469,213271.1428571429,1205591.9494669295,1418863.0923240725,0,19.85210099178082,1.8140012800000005,0.4543306734246576,187.17188072362615,244.92278025406037,22.120432945205476,209.2923136688316,267.04321319926584,203.9778205323891,1216186.066156741,-5.314493136442508,202677.0261673315,-38136.66157126743
B,Younger,Random boosting at 2.50 yr,"Random boosting, immune escape 2.00 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.50 yr,2.00 yr,No,11000,42370.994000000006,20380.732799999998,162.73940000000002,18.5948,1350.1452,146.8894,15.5702,1058616.9334369984,70737.7271048175,79749.63697714468,1004.2779,213271.1428571429,1210108.5754189608,1423379.7182761037,0,19.934031807123283,1.8226812800000005,0.4489752668493151,185.0820850363482,241.76275976918524,22.2056883539726,207.28777339032078,263.9684481231578,203.9778205323891,1216186.066156741,-3.309952857931677,207193.65211936273,-62597.16105105916
B,Younger,Random boosting at 1.75 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,1.75 yr,2.25 yr,No,11000,42617.439999999995,20538.917,175.7184,18.9426,1404.9916,146.092,15.4718,1066833.3442189593,73611.27705772751,79316.7101592424,997.9311,213271.1428571429,1220759.2625359292,1434030.4053930722,0,20.088748956164384,1.9680460800000004,0.4573729693150685,183.31691795132963,239.60603100658474,22.51416800547945,205.8310859568091,262.1201990120642,217.96533252132113,1284132.582401514,12.13424656451204,149897.82299155812,12353.28639438983
B,Younger,Random boosting at 2.00 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.00 yr,2.25 yr,No,11000,42370.293,20236.5786,168.9272,18.0072,1358.2338,139.428,14.699,1051129.2695417108,71161.51054637626,75698.6711393016,948.0855,213271.1428571429,1198937.5367273886,1412208.6795845316,0,19.793037151232877,1.8919846400000002,0.4347875441095891,173.87312959471436,227.1313550257485,22.119809335342467,195.99293893005682,249.25116436109096,217.96533252132113,1284132.582401514,21.972393591264307,128076.09718301753,5828.955168267944
B,Younger,Random boosting at 2.25 yr,"Random boosting, immune escape 2.25 yr","Random boosting, coverage 80%",Random boosting,80%,low TP,2.25 yr,2.25 yr,No,11000,42138.361,20074.791,166.31199999999998,17.931,1346.9888,138.4828,14.548,1042725.6907959981,70572.35484572001,75185.50029871815,938.346,213271.1428571429,1189421.8919404363,1402693.0347975793,0,19.634795580821915,1.8626944,0.43294767945205487,171.71943865824667,224.19093867139654,21.93043766027397,193.64987631852065,246.12137633167052,217.96533252132113,1284132.582401514,24.315456202800476,118560.45239606523,4875.929590102048
